timestamp,grafana--68034e5f1f434158b0ed30861e348183,prometheus--c2ea8c1670de45899ee65fdb189a6e04,dora--8975b56d1fa64122a26798324a883fdb,beacon-metrics-gazer--2b532c65542b49af8a577a2e4cc703dc,el-forkmon--9b3c8a98abac4b0f9d5447b68cd35a38,vc-5-lighthouse-geth--1ffcaca25cac48599e1b27e8b6b82ead,ethereum-metrics-exporter-5-lighthouse-geth--79bfddb14d0043b99dcf3b938647b58e,vc-4-lighthouse-geth--a3101570a8094675a9a33d3c43ba229a,ethereum-metrics-exporter-4-lighthouse-geth--3e01a429001e47edadc902db280bef71,vc-3-lighthouse-geth--13275fdcf9184bf08ad30c2fd1d44bef,ethereum-metrics-exporter-3-lighthouse-geth--1ffc74243e5c4d84aea1fa28cc1d8e3c,vc-2-lighthouse-geth--b97784b9fd4847b0a3e0dddb896b0eff,ethereum-metrics-exporter-2-lighthouse-geth--41334489f20a41f7af3c173f5da99706,vc-1-lighthouse-geth--5eab6e70605248e094481e2a4f743494,ethereum-metrics-exporter-1-lighthouse-geth--54f86d1694044be68d52c0a40cef2cb6,cl-5-lighthouse-geth--55326f7a353246b0a8b010691ef29506,cl-4-lighthouse-geth--bc5dc8b2680d45128dae60b6cf9d1170,cl-3-lighthouse-geth--7bf1d58c403c42aab8058786c63bd915,cl-2-lighthouse-geth--d4e8bc4b810c45d8ba27af41e7f3a254,cl-1-lighthouse-geth--f1b6a7e23fde416abcf8ae7b2fd8bfcf,el-5-geth-lighthouse--8e9fe02e04754795baa98a36c53fa90a,el-4-geth-lighthouse--ef00419e71df4b5697918ace32a8fcab,el-3-geth-lighthouse--560a46ec7aed44e3981b7cb4a4c7567d,el-2-geth-lighthouse--57b91914600844d2a4d3df60120f29e2,el-1-geth-lighthouse--3a206e2f8d344038a2c57690b25e2253,validator-key-generation-cl-validator-keystore--753b76e9cb714564a051955f20862c0c,kurtosis-api--06caa2bc713a4c3996fcf6b19c5fef43,kurtosis-logs-collector--06caa2bc713a4c3996fcf6b19c5fef43,grafana,prometheus,cadvisor,kurtosis-engine--1cfa7bb487cd419db0f48556625aa3bb,kurtosis-reverse-proxy--1cfa7bb487cd419db0f48556625aa3bb,kurtosis-logs-aggregator,portainer
1714022141,94000.0,47900.0,22000.0,14100.0,24800.0,1040.0,0.0,553.0,53.2,553.0,4.1,532.0,0.0,3900.0,13700.0,25400.0,12300.0,15700.0,13500.0,81500.0,1360.0,1100.0,1630.0,1860.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1340000.0,859000.0,823000.0,1140000.0,1130000.0
1714022156,94000.0,47900.0,22000.0,14100.0,24800.0,1040.0,0.0,553.0,53.2,553.0,4.1,532.0,0.0,3900.0,13700.0,25400.0,12300.0,15700.0,13500.0,81500.0,1390.0,1100.0,1640.0,1860.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022171,94000.0,47900.0,22000.0,14100.0,24800.0,1040.0,0.0,553.0,53.2,553.0,4.1,532.0,0.0,4050.0,13700.0,25400.0,12300.0,15700.0,13500.0,81500.0,1400.0,1100.0,1680.0,1860.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022186,94000.0,47900.0,22000.0,14100.0,24800.0,1040.0,0.0,553.0,53.2,553.0,4.1,532.0,0.0,4050.0,13700.0,25400.0,12300.0,15700.0,13500.0,81500.0,1400.0,1100.0,1680.0,1860.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022201,94000.0,47900.0,22000.0,14100.0,24800.0,1040.0,0.0,553.0,53.2,553.0,4.1,532.0,0.0,4050.0,13700.0,25400.0,12300.0,15700.0,13500.0,81500.0,1400.0,1100.0,1680.0,1860.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022216,94000.0,47900.0,22000.0,14100.0,24900.0,1040.0,0.0,553.0,53.2,553.0,4.1,532.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1400.0,1100.0,1680.0,1860.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022231,94000.0,47900.0,22000.0,14100.0,24900.0,1040.0,0.0,553.0,53.2,553.0,4.1,532.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1400.0,1100.0,1680.0,1860.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022246,94000.0,47900.0,22000.0,14100.0,24900.0,1040.0,0.0,553.0,53.2,553.0,4.1,532.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1400.0,1100.0,1680.0,1870.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022261,94000.0,47900.0,22000.0,14100.0,24900.0,1040.0,0.0,553.0,53.2,553.0,4.1,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1400.0,1100.0,1690.0,1870.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022276,94000.0,47900.0,22000.0,14100.0,24900.0,1040.0,0.0,553.0,53.2,553.0,4.1,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1400.0,1100.0,1940.0,1870.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022291,94000.0,47900.0,22000.0,14100.0,24900.0,1040.0,0.0,569.0,53.2,553.0,4.1,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1450.0,1130.0,1990.0,1890.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022306,94000.0,47900.0,22000.0,14100.0,25000.0,1040.0,0.0,569.0,53.2,553.0,4.1,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1450.0,1130.0,2000.0,1890.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022321,94000.0,47900.0,22000.0,14100.0,25000.0,1040.0,0.0,573.0,53.2,553.0,4.1,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1450.0,1130.0,2000.0,1890.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022336,94000.0,47900.0,22000.0,14100.0,25000.0,1040.0,0.0,573.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1450.0,1130.0,2000.0,1890.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022351,94000.0,47900.0,22000.0,14100.0,25000.0,1040.0,0.0,573.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1450.0,1130.0,2000.0,1890.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022366,94000.0,47900.0,22000.0,14100.0,25000.0,1040.0,0.0,573.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1450.0,1140.0,2000.0,1890.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022381,94000.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,573.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1450.0,1140.0,2000.0,1890.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022396,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,573.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1450.0,1140.0,2000.0,1890.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022411,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1500.0,1180.0,2000.0,1940.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022426,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1500.0,1180.0,2000.0,1940.0,33600.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022441,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1500.0,1180.0,2000.0,1940.0,33700.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022456,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1500.0,1180.0,2000.0,1940.0,34300.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022471,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1500.0,1180.0,2000.0,1940.0,34300.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022486,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1610.0,1180.0,2000.0,1940.0,34300.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022501,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1610.0,1190.0,2000.0,1940.0,34300.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022516,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,553.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,15700.0,13500.0,81500.0,1610.0,1190.0,2000.0,1940.0,34300.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022531,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,557.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,16100.000000000002,13700.0,81500.0,1700.0,1230.0,2009.9999999999998,1980.0,34300.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022546,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,0.0,586.0,53.2,557.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,16100.000000000002,13700.0,81500.0,1850.0,1260.0,2009.9999999999998,1980.0,34300.0,9550.0,2150.0,864.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022561,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,65.5,586.0,53.2,557.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,16100.000000000002,13700.0,81500.0,1850.0,1290.0,2009.9999999999998,1980.0,34300.0,9550.0,2150.0,909.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022576,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,65.5,586.0,53.2,557.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,16100.000000000002,13700.0,81500.0,1850.0,1320.0,2009.9999999999998,1980.0,34400.0,9550.0,2150.0,909.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022591,94100.0,47900.0,22300.0,14100.0,25000.0,1040.0,65.5,586.0,53.2,557.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,16100.000000000002,13700.0,81500.0,1850.0,1350.0,2009.9999999999998,1980.0,34400.0,9550.0,2150.0,909.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022606,94100.0,47900.0,22400.0,14100.0,25000.0,1040.0,65.5,586.0,53.2,569.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,21600.0,17400.0,84000.0,1890.0,1400.0,2009.9999999999998,2029.9999999999998,34400.0,9550.0,2150.0,909.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022621,94100.0,47900.0,22400.0,14100.0,25000.0,1040.0,65.5,586.0,53.2,569.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,21600.0,17400.0,84000.0,1960.0,1410.0,2009.9999999999998,2070.0,34500.0,9550.0,2150.0,909.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022636,94100.0,47900.0,22400.0,14100.0,25000.0,1040.0,65.5,586.0,53.2,569.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,21600.0,17400.0,84000.0,1990.0,1410.0,2009.9999999999998,2800.0,34500.0,9550.0,2150.0,909.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
1714022651,94100.0,47900.0,22400.0,14100.0,25000.0,1040.0,65.5,586.0,53.2,569.0,73.7,537.0,0.0,4050.0,13700.0,25500.0,12300.0,21600.0,17400.0,84000.0,2140.0,1460.0,2009.9999999999998,2800.0,34500.0,9550.0,2150.0,909.0,1240000.0,2460000.0,1350000.0,859000.0,823000.0,1140000.0,1130000.0
