timestamp,beacon-metrics-gazer--2b532c65542b49af8a577a2e4cc703dc,cadvisor,cl-1-lighthouse-geth--f1b6a7e23fde416abcf8ae7b2fd8bfcf,cl-2-lighthouse-geth--d4e8bc4b810c45d8ba27af41e7f3a254,cl-3-lighthouse-geth--7bf1d58c403c42aab8058786c63bd915,cl-4-lighthouse-geth--bc5dc8b2680d45128dae60b6cf9d1170,cl-5-lighthouse-geth--55326f7a353246b0a8b010691ef29506,dora--8975b56d1fa64122a26798324a883fdb,el-1-geth-lighthouse--3a206e2f8d344038a2c57690b25e2253,el-2-geth-lighthouse--57b91914600844d2a4d3df60120f29e2,el-3-geth-lighthouse--560a46ec7aed44e3981b7cb4a4c7567d,el-4-geth-lighthouse--ef00419e71df4b5697918ace32a8fcab,el-5-geth-lighthouse--8e9fe02e04754795baa98a36c53fa90a,el-forkmon--9b3c8a98abac4b0f9d5447b68cd35a38,ethereum-metrics-exporter-1-lighthouse-geth--54f86d1694044be68d52c0a40cef2cb6,ethereum-metrics-exporter-2-lighthouse-geth--41334489f20a41f7af3c173f5da99706,ethereum-metrics-exporter-3-lighthouse-geth--1ffc74243e5c4d84aea1fa28cc1d8e3c,ethereum-metrics-exporter-4-lighthouse-geth--3e01a429001e47edadc902db280bef71,ethereum-metrics-exporter-5-lighthouse-geth--79bfddb14d0043b99dcf3b938647b58e,grafana,grafana--68034e5f1f434158b0ed30861e348183,kurtosis-api--06caa2bc713a4c3996fcf6b19c5fef43,kurtosis-engine--1cfa7bb487cd419db0f48556625aa3bb,kurtosis-logs-aggregator,kurtosis-logs-collector--06caa2bc713a4c3996fcf6b19c5fef43,kurtosis-reverse-proxy--1cfa7bb487cd419db0f48556625aa3bb,portainer,prometheus,prometheus--c2ea8c1670de45899ee65fdb189a6e04,validator-key-generation-cl-validator-keystore--753b76e9cb714564a051955f20862c0c,vc-1-lighthouse-geth--5eab6e70605248e094481e2a4f743494,vc-2-lighthouse-geth--b97784b9fd4847b0a3e0dddb896b0eff,vc-3-lighthouse-geth--13275fdcf9184bf08ad30c2fd1d44bef,vc-4-lighthouse-geth--a3101570a8094675a9a33d3c43ba229a,vc-5-lighthouse-geth--1ffcaca25cac48599e1b27e8b6b82ead
1714022141,12312576.0,230035456.0,138588160.0,119459840.0,136888320.0,131170304.0,129511424.0,24821760.0,98009088.0,87371776.0,94695424.0,94765056.0,94425088.0,31752192.0,15441920.0,9654272.0,10637312.0,10870784.0,9732096.0,49111040.0,96755712.0,18419712.0,19263488.0,8245248.0,3244032.0,22568960.0,14901248.0,744435712.0,117911552.0,5185536.0,31924224.0,30806016.0,30912512.0,31522816.0,31956992.0
1714022156,12312576.0,230031360.0,135970816.0,117239808.0,122347520.0,126771200.0,129351680.0,24821760.0,97927168.0,87420928.0,95105024.0,94867456.0,94564352.0,33116160.0,15769600.0,9797632.0,9363456.0,10969088.0,9838592.0,49111040.0,96755712.0,18419712.0,19263488.0,8278016.0,3235840.0,22568960.0,14901248.0,744443904.0,118120448.0,5185536.0,32026624.0,30990336.0,30932992.0,31334400.0,31969280.0
1714022171,12312576.0,259833856.0,138829824.0,119070720.0,134721536.0,126427136.0,129560576.0,22405120.0,97914880.0,87355392.0,94683136.0,94826496.0,94605312.0,31162368.0,13950976.0,9502720.0,9461760.0,9392128.0,9916416.0,39616512.0,96755712.0,12746752.0,19263488.0,8314880.0,3231744.0,22568960.0,18165760.0,729387008.0,118181888.0,5185536.0,32022528.0,30920704.0,30846976.0,31498240.0,31842304.0
1714022186,12312576.0,263192576.0,155443200.0,118398976.0,128135168.0,129904640.0,130392064.0,22405120.0,98111488.0,87498752.0,94961664.0,95256576.0,94519296.0,32108544.0,14733312.0,9306112.0,9707520.0,9777152.0,10113024.0,39616512.0,96755712.0,12746752.0,19263488.0,8318976.0,3317760.0,22568960.0,18231296.0,729387008.0,118136832.0,5185536.0,32223232.0,30900224.0,30728192.0,31522816.0,31703040.0
1714022201,12312576.0,261230592.0,135389184.0,118149120.0,124751872.0,125091840.0,129568768.0,22405120.0,98058240.0,87531520.0,94646272.0,94887936.0,94478336.0,31608832.0,14770176.0,10207232.0,10301440.0,10833920.0,10858496.0,39616512.0,95248384.0,12746752.0,19652608.0,8294400.0,3252224.0,22568960.0,18231296.0,729387008.0,118140928.0,5185536.0,32030720.0,30961664.0,30920704.0,31498240.0,31813632.0
1714022216,12312576.0,260268032.0,136458240.0,116678656.0,124248064.0,124416000.0,129392640.0,22405120.0,98099200.0,87384064.0,94707712.0,94887936.0,94556160.0,32460800.0,15122432.0,9588736.0,11034624.0,10711040.0,10862592.0,41160704.0,95248384.0,12746752.0,19652608.0,8286208.0,3235840.0,22568960.0,18231296.0,729387008.0,118149120.0,5185536.0,31997952.0,31330304.0,30801920.0,31313920.0,31715328.0
1714022231,12312576.0,253431808.0,137691136.0,118697984.0,124608512.0,127217664.0,140517376.0,22405120.0,98091008.0,87830528.0,94875648.0,95006720.0,94867456.0,31162368.0,15138816.0,9867264.0,11128832.0,10977280.0,9158656.0,41218048.0,95248384.0,12746752.0,19652608.0,8294400.0,3264512.0,22568960.0,18231296.0,729391104.0,118153216.0,5185536.0,32071680.0,31125504.0,30711808.0,31461376.0,31899648.0
1714022246,12312576.0,252141568.0,141791232.0,119361536.0,134201344.0,128110592.0,132214784.0,22405120.0,98054144.0,87445504.0,94810112.0,95010816.0,94629888.0,31772672.0,14151680.0,10317824.0,9158656.0,9302016.0,9756672.0,41230336.0,95248384.0,12746752.0,19652608.0,8302592.0,3235840.0,22568960.0,18231296.0,729391104.0,118157312.0,5185536.0,31891456.0,30879744.0,31051776.0,31547392.0,31744000.0
1714022261,12312576.0,252108800.0,136343552.0,119336960.0,127897600.0,128483328.0,133496832.0,22405120.0,98574336.0,87474176.0,94990336.0,94973952.0,94601216.0,31498240.0,14434304.0,10964992.0,10043392.0,9752576.0,9965568.0,41230336.0,95248384.0,12746752.0,19652608.0,8314880.0,3252224.0,22568960.0,18231296.0,729395200.0,119554048.0,5185536.0,32030720.0,30797824.0,30883840.0,31469568.0,31932416.0
1714022276,12312576.0,251908096.0,139182080.0,126341120.0,125304832.0,124248064.0,126590976.0,22405120.0,98201600.0,87572480.0,94834688.0,95051776.0,94654464.0,31789056.0,14049280.0,10768384.0,10956800.0,9474048.0,9363456.0,41234432.0,95248384.0,12746752.0,19652608.0,8302592.0,3268608.0,22568960.0,18231296.0,729399296.0,119562240.0,5185536.0,32059392.0,31252480.0,30797824.0,31404032.0,31993856.0
