timestamp,beacon-metrics-gazer--9494adc28d9a4f3a9ebe5d2f68d76987,cadvisor,cl-1-prysm-geth--4fdf5cfa38d14eb089f45267e1de31ac,cl-2-prysm-geth--a0b305c36eaa42ec929e54f3e183fdf8,cl-3-prysm-geth--316634be263d456891d1bef3c4f95a39,cl-4-prysm-geth--51e00612d88543aeb907bb80ad76aaa7,cl-5-prysm-geth--3806ae07666341aea18cc33d9671db8a,dora--50326b647ce047878a34128a60ffbdc3,el-1-geth-prysm--64bfd2e0b4bf45d690a9a09863350c2b,el-2-geth-prysm--db9cf52bdd334e918f89defbd18585a3,el-3-geth-prysm--da9eaf2b3f8b492ab526185206389baf,el-4-geth-prysm--c9e5d3239aeb45f18101437cca229111,el-5-geth-prysm--2c9145d33b7441c9a46872c52c5bdb14,el-forkmon--1fc4e8413cd24add876e8a06419b2cf2,ethereum-metrics-exporter-1-prysm-geth--280fa5f2d7474029adb08f4147e25040,ethereum-metrics-exporter-2-prysm-geth--b19fe24fc7fe491785296987e0c23fc8,ethereum-metrics-exporter-3-prysm-geth--e7f24c930aab4a1091f206957564d040,ethereum-metrics-exporter-4-prysm-geth--37675b0b6aef4b5aabe92019600fa700,ethereum-metrics-exporter-5-prysm-geth--5369079979234001bc12104e5dda672f,grafana--9c652fda54bf416696909af2f2ffed78,helpers-grafana-1,kurtosis-api--ca28a5d8df5d4e1c8bd52a8e36ce8cfa,kurtosis-engine--6fdc57d17383499788d1f083430c337f,kurtosis-logs-aggregator,kurtosis-logs-collector--ca28a5d8df5d4e1c8bd52a8e36ce8cfa,kurtosis-reverse-proxy--6fdc57d17383499788d1f083430c337f,portainer,prometheus,prometheus--62e5e457865142e4a9abd4c8da65381d,validator-key-generation-cl-validator-keystore--9a9533696e4e4b2aa79eedbefcaf4d3b,vc-1-geth-prysm--b7845805ee4c41faa1480aaa19ad47eb,vc-2-geth-prysm--4bb20b6f9f5845bd977fb8b9c32ed18f,vc-3-geth-prysm--4736ff2d86de4a889181350fc17b98c7,vc-4-geth-prysm--92e022d7728547b481f39a856e585cef,vc-5-geth-prysm--ceb1122f96e349d3a7b154544da0152b
1716642215,9895936.0,268693504.0,359256064.0,326488064.0,329228288.0,402108416.0,319238144.0,40214528.0,64110592.0,48345088.0,48152576.0,47546368.0,48947200.0,37076992.0,15208448.0,9691136.0,8949760.0,8732672.0,9547776.0,211910656.0,65658880.0,75419648.0,45248512.0,47480832.0,10223616.0,103030784.0,15773696.0,650289152.0,123158528.0,22380544.0,51027968.0,27635712.0,29077504.0,26189824.0,26644480.0
1716642230,9895936.0,268705792.0,361426944.0,371544064.0,329273344.0,402132992.0,323817472.0,40226816.0,64614400.0,48656384.0,49156096.0,47566848.0,48349184.0,36536320.0,15257600.0,9523200.0,8777728.0,8499200.0,9879552.0,213155840.0,65658880.0,75419648.0,45248512.0,47632384.0,10231808.0,103030784.0,15773696.0,651104256.0,130936832.0,22380544.0,51077120.0,27660288.0,29097984.0,26632192.0,26906624.0
1716642245,9895936.0,268963840.0,394551296.0,371609600.0,329715712.0,402423808.0,324481024.0,40235008.0,65884160.0,48762880.0,49262592.0,47747072.0,48869376.0,36560896.0,15343616.0,9412608.0,8945664.0,9027584.0,10399744.0,207613952.0,65658880.0,75419648.0,45248512.0,48603136.0,10137600.0,103030784.0,15773696.0,711032832.0,131092480.0,22380544.0,51601408.0,27717632.0,27987968.0,26648576.0,26968064.0
1716642260,9895936.0,268701696.0,394641408.0,371384320.0,361750528.0,402309120.0,324501504.0,36356096.0,66215936.0,49188864.0,49848320.0,48930816.0,49287168.0,40210432.0,15626240.0,9531392.0,9060352.0,9322496.0,8810496.0,205987840.0,65658880.0,75419648.0,45330432.0,49598464.0,10137600.0,103030784.0,15773696.0,711147520.0,131231744.0,22380544.0,51638272.0,27717632.0,28028928.0,26775552.0,27656192.0
1716642275,9895936.0,268963840.0,394665984.0,339181568.0,362147840.0,392577024.0,324534272.0,36356096.0,66424832.0,50634752.0,50311168.0,48623616.0,49332224.0,38490112.0,15151104.0,9306112.0,9244672.0,9076736.0,9363456.0,205983744.0,65658880.0,75419648.0,45330432.0,50352128.0,10137600.0,97861632.0,15773696.0,712663040.0,131342336.0,22380544.0,51863552.0,27754496.0,26406912.0,26779648.0,27664384.0
1716642290,9895936.0,268693504.0,394219520.0,339496960.0,361910272.0,392605696.0,326889472.0,36425728.0,67559424.0,50745344.0,50532352.0,49369088.0,50483200.0,38281216.0,15413248.0,9924608.0,9289728.0,8638464.0,9674752.0,206106624.0,65658880.0,75419648.0,45330432.0,49954816.0,10145792.0,97861632.0,15773696.0,713601024.0,141602816.0,22380544.0,52191232.0,27774976.0,26431488.0,26796032.0,27676672.0
1716642305,9895936.0,268767232.0,394235904.0,341348352.0,361979904.0,392654848.0,342544384.0,36429824.0,67600384.0,51023872.0,51462144.0,49844224.0,50581504.0,38924288.0,14782464.0,8945664.0,8966144.0,9318400.0,10182656.0,206118912.0,65658880.0,75419648.0,45330432.0,49975296.0,10141696.0,97861632.0,15798272.0,713797632.0,141742080.0,22380544.0,49283072.0,27918336.0,26456064.0,26959872.0,27713536.0
1716642320,9895936.0,269033472.0,394272768.0,328142848.0,362287104.0,393723904.0,342593536.0,36429824.0,68571136.0,51445760.0,51576832.0,50159616.0,50712576.0,38207488.0,15609856.0,9801728.0,9261056.0,9297920.0,8863744.0,206168064.0,65662976.0,75218944.0,45199360.0,51499008.0,10137600.0,97861632.0,15474688.0,714797056.0,141844480.0,22380544.0,49287168.0,28975104.0,26525696.0,26972160.0,27877376.0
1716642335,9895936.0,269025280.0,394293248.0,328155136.0,362283008.0,394022912.0,342896640.0,36433920.0,69152768.0,51507200.0,51920896.0,51134464.0,51290112.0,39882752.0,15089664.0,9216000.0,9064448.0,9715712.0,8740864.0,206168064.0,65671168.0,75218944.0,45199360.0,50294784.0,10133504.0,97861632.0,15474688.0,715116544.0,141963264.0,22380544.0,50008064.0,29442048.0,26726400.0,26988544.0,28327936.0
1716642350,9895936.0,269045760.0,396005376.0,328400896.0,362328064.0,393777152.0,342659072.0,36442112.0,68919296.0,53538816.0,52461568.0,50937856.0,52133888.0,40611840.0,14962688.0,9125888.0,9289728.0,8978432.0,9863168.0,205619200.0,65671168.0,75218944.0,45199360.0,51367936.0,10231808.0,97861632.0,15474688.0,715214848.0,142143488.0,22380544.0,50262016.0,29495296.0,26742784.0,27009024.0,26394624.0
1716642365,9895936.0,269025280.0,380162048.0,328441856.0,362360832.0,393818112.0,354951168.0,36687872.0,69087232.0,53293056.0,52195328.0,50946048.0,51675136.0,41029632.0,14794752.0,9928704.0,9768960.0,9142272.0,9437184.0,205697024.0,65671168.0,75218944.0,45199360.0,52133888.0,10502144.0,97861632.0,18329600.0,775634944.0,142385152.0,22380544.0,50630656.0,27033600.0,26378240.0,27537408.0,26419200.0
1716642380,9895936.0,268767232.0,380198912.0,328470528.0,366698496.0,393957376.0,357298176.0,36487168.0,69263360.0,53665792.0,52924416.0,51834880.0,52449280.0,39497728.0,14970880.0,9822208.0,9674752.0,9097216.0,9871360.0,205692928.0,65671168.0,75218944.0,45199360.0,52228096.0,10129408.0,97861632.0,18329600.0,775696384.0,142499840.0,22380544.0,50753536.0,27074560.0,26411008.0,27561984.0,26439680.0
1716642395,16334848.0,269041664.0,383647744.0,330907648.0,366735360.0,394301440.0,357425152.0,53919744.0,69799936.0,53424128.0,53182464.0,52375552.0,52772864.0,39784448.0,15863808.0,8892416.0,8974336.0,9547776.0,8695808.0,205697024.0,65671168.0,75218944.0,45207552.0,53575680.0,10166272.0,97898496.0,18329600.0,775856128.0,142864384.0,22380544.0,50778112.0,27099136.0,27361280.0,27181056.0,27164672.0
1716642410,16334848.0,268771328.0,372555776.0,331214848.0,366764032.0,394330112.0,362254336.0,53919744.0,70295552.0,53903360.0,53202944.0,52375552.0,52989952.0,39223296.0,15437824.0,9646080.0,8593408.0,8396800.0,9453568.0,205864960.0,65671168.0,75218944.0,45207552.0,53841920.0,10235904.0,97898496.0,18329600.0,776024064.0,149041152.0,22380544.0,51322880.0,27115520.0,27373568.0,26152960.0,27181056.0
1716642425,16334848.0,268783616.0,372563968.0,330973184.0,367050752.0,398540800.0,365580288.0,54140928.0,70168576.0,53923840.0,54239232.0,52490240.0,53112832.0,38531072.0,14708736.0,9035776.0,9441280.0,9265152.0,9195520.0,205873152.0,65675264.0,75218944.0,45207552.0,54177792.0,10186752.0,97898496.0,18329600.0,776122368.0,149274624.0,22380544.0,50872320.0,27131904.0,25870336.0,26165248.0,27996160.0
1716642440,16334848.0,269037568.0,372604928.0,325451776.0,373231616.0,398610432.0,366145536.0,54140928.0,71028736.0,54898688.0,54349824.0,52649984.0,53161984.0,40435712.0,14819328.0,9056256.0,9068544.0,9097216.0,9715712.0,206266368.0,65679360.0,75251712.0,45301760.0,54669312.0,10137600.0,97898496.0,18329600.0,836235264.0,149401600.0,22380544.0,50888704.0,28114944.0,25886720.0,26189824.0,28135424.0
1716642455,16334848.0,269037568.0,373411840.0,325468160.0,373288960.0,398639104.0,365682688.0,54145024.0,71049216.0,54968320.0,55635968.0,53096448.0,53223424.0,39567360.0,15196160.0,9932800.0,9371648.0,8994816.0,9150464.0,206278656.0,65708032.0,75251712.0,45301760.0,54894592.0,10133504.0,97898496.0,18329600.0,708845568.0,149528576.0,22380544.0,50016256.0,28127232.0,26632192.0,26206208.0,28147712.0
1716642470,16334848.0,268771328.0,373190656.0,325500928.0,373559296.0,398667776.0,365719552.0,54157312.0,71331840.0,55037952.0,55238656.0,53280768.0,55246848.0,41926656.0,15347712.0,9682944.0,8998912.0,9961472.0,9854976.0,206401536.0,65708032.0,75251712.0,45301760.0,55676928.0,10211328.0,97898496.0,18329600.0,711860224.0,152186880.0,22380544.0,50147328.0,27160576.0,26636288.0,26230784.0,27381760.0
