timestamp,grafana--9c652fda54bf416696909af2f2ffed78,prometheus--62e5e457865142e4a9abd4c8da65381d,dora--50326b647ce047878a34128a60ffbdc3,beacon-metrics-gazer--9494adc28d9a4f3a9ebe5d2f68d76987,el-forkmon--1fc4e8413cd24add876e8a06419b2cf2,vc-5-geth-prysm--ceb1122f96e349d3a7b154544da0152b,ethereum-metrics-exporter-5-prysm-geth--5369079979234001bc12104e5dda672f,vc-4-geth-prysm--92e022d7728547b481f39a856e585cef,ethereum-metrics-exporter-4-prysm-geth--37675b0b6aef4b5aabe92019600fa700,vc-3-geth-prysm--4736ff2d86de4a889181350fc17b98c7,ethereum-metrics-exporter-3-prysm-geth--e7f24c930aab4a1091f206957564d040,vc-2-geth-prysm--4bb20b6f9f5845bd977fb8b9c32ed18f,ethereum-metrics-exporter-2-prysm-geth--b19fe24fc7fe491785296987e0c23fc8,vc-1-geth-prysm--b7845805ee4c41faa1480aaa19ad47eb,ethereum-metrics-exporter-1-prysm-geth--280fa5f2d7474029adb08f4147e25040,cl-5-prysm-geth--3806ae07666341aea18cc33d9671db8a,cl-4-prysm-geth--51e00612d88543aeb907bb80ad76aaa7,cl-3-prysm-geth--316634be263d456891d1bef3c4f95a39,cl-2-prysm-geth--a0b305c36eaa42ec929e54f3e183fdf8,cl-1-prysm-geth--4fdf5cfa38d14eb089f45267e1de31ac,el-5-geth-prysm--2c9145d33b7441c9a46872c52c5bdb14,el-4-geth-prysm--c9e5d3239aeb45f18101437cca229111,el-3-geth-prysm--da9eaf2b3f8b492ab526185206389baf,el-2-geth-prysm--db9cf52bdd334e918f89defbd18585a3,el-1-geth-prysm--64bfd2e0b4bf45d690a9a09863350c2b,validator-key-generation-cl-validator-keystore--9a9533696e4e4b2aa79eedbefcaf4d3b,kurtosis-api--ca28a5d8df5d4e1c8bd52a8e36ce8cfa,kurtosis-logs-collector--ca28a5d8df5d4e1c8bd52a8e36ce8cfa,kurtosis-engine--6fdc57d17383499788d1f083430c337f,kurtosis-reverse-proxy--6fdc57d17383499788d1f083430c337f,kurtosis-logs-aggregator,helpers-grafana-1,prometheus,cadvisor,portainer
1716642065,95500.0,41900.0,9920.0,6590.0,13300.0,115.0,24.6,86.0,0.0,102.0,0.0,270.0,0.0,23400.0,6050.0,279.0,98.3,61.4,57.3,22900.0,12.3,16.4,303.0,4.1,15800.0,9090.0,41900.0,5100.0,24000.0,71100.0,29600.0,1110000.0,761000.0,592000.0,314000.0
1716642080,95700.0,41900.0,9920.0,6590.0,13300.0,197.0,24.6,143.0,0.0,106.0,0.0,496.0,0.0,23600.0,6050.0,524.0,184.0,102.0,152.0,23000.0,20.5,20.5,307.0,69.6,15900.0,9090.0,41900.0,5100.0,27400.0,71100.0,29600.0,1110000.0,761000.0,592000.0,314000.0
1716642095,104000.0,42100.0,13300.0,6590.0,13900.0,754.0,127.0,209.0,69.6,262.0,49.2,766.0,307.0,23800.0,6160.0,528.0,213.0,115.0,258.0,23200.0,111.0,143.0,492.0,565.0,15900.0,9090.0,43000.0,5310.0,30500.0,71100.0,29700.0,1110000.0,761000.0,592000.0,314000.0
1716642110,104000.0,42100.0,13300.0,6590.0,14000.0,754.0,127.0,209.0,69.6,303.0,49.2,844.0,307.0,23800.0,6160.0,627.0,225.0,127.0,270.0,23200.0,193.0,209.0,492.0,578.0,16000.0,9090.0,43000.0,5310.0,30500.0,73700.0,29700.0,1110000.0,761000.0,593000.0,314000.0
1716642125,128000.0,43800.0,13400.0,6590.0,14100.0,877.0,127.0,217.0,139.0,324.0,49.2,856.0,307.0,23800.0,6160.0,651.0,229.0,131.0,274.0,23200.0,193.0,209.0,532.0,578.0,16200.0,9090.0,43000.0,5310.0,30500.0,73700.0,30000.0,1110000.0,761000.0,593000.0,314000.0
1716642140,128000.0,43800.0,13400.0,6590.0,14400.0,885.0,127.0,295.0,139.0,410.0,49.2,893.0,397.0,23800.0,6160.0,659.0,307.0,139.0,365.0,23200.0,193.0,291.0,532.0,578.0,16300.0,9090.0,43000.0,5310.0,30500.0,73700.0,30000.0,1110000.0,761000.0,593000.0,314000.0
1716642155,128000.0,43800.0,13400.0,6590.0,14600.0,893.0,127.0,299.0,147.0,422.0,49.2,901.0,397.0,23900.0,6160.0,659.0,397.0,139.0,365.0,23200.0,193.0,291.0,532.0,578.0,16500.0,9090.0,43000.0,5310.0,30500.0,73700.0,30100.0,1110000.0,761000.0,593000.0,314000.0
1716642170,129000.0,43900.0,13400.0,6590.0,14800.0,909.0,127.0,307.0,147.0,426.0,49.2,905.0,397.0,23900.0,6160.0,659.0,397.0,147.0,463.0,23200.0,193.0,315.0,532.0,578.0,16500.0,9090.0,43000.0,5310.0,30500.0,73700.0,30100.0,1110000.0,761000.0,593000.0,314000.0
1716642185,129000.0,43900.0,13400.0,6590.0,14900.0,909.0,156.0,332.0,217.0,442.0,49.2,905.0,397.0,23900.0,6160.0,696.0,397.0,147.0,463.0,23300.0,193.0,315.0,532.0,578.0,17100.0,9090.0,43000.0,5310.0,30500.0,73700.0,30700.0,1110000.0,761000.0,593000.0,314000.0
1716642200,129000.0,43900.0,13400.0,6590.0,14900.0,1040.0,156.0,422.0,217.0,446.0,49.2,909.0,397.0,23900.0,6160.0,696.0,451.0,160.0,463.0,23300.0,193.0,315.0,532.0,614.0,17100.0,9090.0,43000.0,5310.0,30500.0,73700.0,30700.0,1110000.0,761000.0,593000.0,314000.0
