timestamp,ethereum-metrics-exporter-1-prysm-geth,ethereum-metrics-exporter-2-prysm-geth,ethereum-metrics-exporter-3-prysm-geth,ethereum-metrics-exporter-4-prysm-geth,ethereum-metrics-exporter-5-prysm-geth
1716641915,0.0,0.0,0.0,0.0,0.0
1716641930,0.0,0.0,0.0,0.0,0.0
1716641945,0.0,0.0,0.0,0.0,0.0
1716641960,0.0,0.0,0.0,0.0,0.0
1716641975,0.0,0.0,0.0,0.0,0.0
1716641990,0.0,0.0,0.0,0.0,0.0
1716642005,0.0,0.0,0.0,0.0,0.0
1716642020,0.0,0.0,0.0,0.0,0.0
1716642035,0.0,0.0,0.0,0.0,0.0
1716642050,0.0,0.0,0.0,0.0,0.0
1716642065,0.0,0.0,0.0,0.0,0.0
1716642080,0.0,0.0,0.0,0.0,0.0
1716642095,0.0,0.0,0.0,0.0,0.0
1716642110,0.0,0.0,0.0,0.0,0.0
1716642125,0.0,0.0,0.0,0.0,0.0
1716642140,0.0,0.0,0.0,0.0,0.0
1716642155,0.0,0.0,0.0,0.0,0.0
1716642170,0.0,0.0,0.0,0.0,0.0
1716642185,0.0,0.0,0.0,0.0,0.0
1716642200,0.0,0.0,0.0,0.0,0.0
1716642215,0.0,0.0,0.0,0.0,0.0
1716642230,0.0,0.0,0.0,0.0,0.0
1716642245,340836.0,0.0,340836.0,340836.0,340836.0
1716642260,43587.0,340836.0,0.0,43587.0,0.0
1716642275,0.0,0.0,0.0,0.0,0.0
1716642290,0.0,0.0,0.0,0.0,0.0
1716642305,0.0,0.0,0.0,0.0,0.0
1716642320,0.0,0.0,0.0,0.0,0.0
1716642335,0.0,0.0,0.0,0.0,0.0
1716642350,0.0,0.0,0.0,0.0,0.0
1716642365,0.0,0.0,0.0,0.0,0.0
1716642380,0.0,0.0,0.0,0.0,0.0
1716642395,336651.0,336651.0,38812.0,336651.0,38812.0
1716642410,38812.0,38812.0,0.0,0.0,0.0
1716642425,0.0,0.0,0.0,0.0,0.0
1716642440,0.0,0.0,0.0,0.0,0.0
1716642455,0.0,0.0,0.0,0.0,0.0
1716642470,0.0,0.0,0.0,0.0,0.0
