timestamp,beacon-metrics-gazer--e279876f5d7b447a809644c7d8e1d31a,cadvisor,cl-1-prysm-geth--10fb289d593f43fd8a6b29394d684cbf,cl-2-prysm-geth--5b43dbb1138f405187bb1f285c9d0ffb,cl-3-prysm-geth--0aa0aaec98f644f49188614afeeed982,cl-4-prysm-geth--f8f5f6e9c5c54cdd92b101a71f6ee5f1,cl-5-prysm-geth--84bb1b5e9a6c480b8ad71034b4a29874,dora--83efb46d635b48fbab0a776f1d432787,el-1-geth-prysm--5643f7789bc645de97a0a757e4bed33a,el-2-geth-prysm--aac25400748348689c07778cc82cdb4c,el-3-geth-prysm--cba74686a05a471aa73f369be9289b6c,el-4-geth-prysm--44e3bac3c9734c17b63a5e87048a0579,el-5-geth-prysm--8810fc63c683432ebffe4d828c42c0af,el-forkmon--296a44d8d71144319de7afa6c1f7f44f,ethereum-metrics-exporter-1-prysm-geth--74ba6663bd464dc18ff3328ee650fe0b,ethereum-metrics-exporter-2-prysm-geth--45869df02b50441c9678be27708ece24,ethereum-metrics-exporter-3-prysm-geth--ad3a07c7c1194f4dbc76b4f7b31afb8f,ethereum-metrics-exporter-4-prysm-geth--6d071479aad7453daa385c7b0aa6e86f,ethereum-metrics-exporter-5-prysm-geth--15cf2cb52a214a1cba25b24323711da5,grafana--d0d53c19779146e38b8fdd465197be4a,helpers-grafana-1,kurtosis-api--a393fd3081894d068684cb7ac205bbfe,kurtosis-engine--c7df69c45c1149ada0b9cda29031c282,kurtosis-logs-aggregator,kurtosis-logs-collector--a393fd3081894d068684cb7ac205bbfe,kurtosis-reverse-proxy--c7df69c45c1149ada0b9cda29031c282,portainer,prometheus,prometheus--02b4ba062c6449aaa83af2289d4581a8,validator-key-generation-cl-validator-keystore--a6311fa7ad014983bcebb6cc6a1fd313,vc-1-geth-prysm--d2131392290f47afbf2f1bf22856ddb3,vc-2-geth-prysm--ab9a770aaf694ae68bd6a4b720544624,vc-3-geth-prysm--689af2249dd64389a53d3e93b2314937,vc-4-geth-prysm--3a4427e12a1c45f7853e297364915401,vc-5-geth-prysm--6e1c04a42d4042aba438013b75ab88d8
1716637291,0.03414066033469018,26.344973055850176,13.739930761171587,13.381435267566507,13.82832759195466,14.207432643760331,13.421193388283264,0.30996596445176067,2.758674753209883,3.7144583696356377,3.9362307300997506,2.7349122768686214,2.872741651629574,1.0367329722049556,0.2873954664304083,0.19931952993844426,0.21012954856965993,0.26968483024213175,0.3102900154970113,0.48147845248642546,0.08409250811374956,0.09965458065651744,0.00018983336848779747,1.3395825315252097,0.4248544767829372,0.006224345602583384,0.19959724822571656,1.6052255866114786,0.9276204281891165,0.0027510945566224317,2.574050234065539,2.9728485331915278,2.4341351635331203,2.5346705434830135,2.5481669387214905
1716637306,0.033378434410667124,25.117112263751995,13.332624849995387,12.968301002888133,13.416197244316935,13.735348392547467,13.43270441636211,0.3236597903731891,2.677032784679551,2.9818267801648406,2.9313282922607398,2.5694647557765413,3.038134873079857,0.978281955140439,0.28056825531345486,0.22064759660491814,0.2355814164511591,0.26657405569888193,0.30460893250897136,0.3527205482432287,0.0776144152111385,0.09917700190275205,0.0002088695030529365,1.2879746265970842,0.39718374147020563,0.005024327680626125,0.0062591797537000105,1.7062455100574723,0.8418525896414348,0.0027009102136026086,2.8152186754764057,2.794112507560993,2.5672992440291678,2.6506386801340898,2.740837392198041
1716637321,0.004829678541950166,25.67368065836419,12.931664292014394,13.112379952309073,13.175678783054748,13.344367219460707,13.221915998746251,0.056129837146612536,2.7445435811499372,3.536154979041581,2.671699442991931,2.613688888888887,3.4923617999819654,0.9349434044405743,0.2584254385964912,0.2510224879407567,0.2259432470290542,0.252157761981197,0.29639884342416545,0.41056362304477184,0.0882358189645604,0.09948705088455373,0.22190284850413736,1.1788246145737253,0.38470239522263183,0.040149993951856366,0.005820351342392179,1.6379035057271865,1.0185565345758174,0.002697992641837962,2.5520031116297153,2.4289403204927895,2.326897896955293,2.415975024231904,2.608521641371557
1716637336,0.003891068127508015,24.959722161356773,12.003396435292819,12.091387311886098,11.520626229215093,12.114205627942617,12.538040853176833,0.0590248518576932,2.9490842658141125,3.463642594967495,2.5789218996173733,2.6732562253969654,3.027454317448945,1.0433288380388916,0.227033968331956,0.26975296153932615,0.23103185455849704,0.24838846102479628,0.28797953964194367,0.2921326076199906,0.06851256640328887,0.10247266235215431,0.24262256587403588,1.200486718006402,0.4088822155488822,0.035393047682560325,0.00590747650946282,1.7287309411899523,1.0033952034279972,0.0025055383252104413,2.7396642952423287,2.676395384413656,2.6777726992252657,2.7141306286223816,2.7932488687782806
1716637351,0.0037711460837226126,25.76074480940353,12.423499654098928,13.03652291403637,14.095988039985722,13.433701351859634,13.642664633736192,0.04698497067448673,3.2438732285036282,3.676430731452216,2.8111143701631303,2.9825711438378937,3.283763623369661,1.1542009081847378,0.2622605663708901,0.2430866590904027,0.23303763978745626,0.23475455380548033,0.2771036877128167,0.5115183604537052,0.22623657768769773,0.10396538503669678,0.0002775653814454962,1.2633108273725964,0.4331056102043025,0.03897128501222898,0.006234901645002725,1.6683775668982068,1.071176801314765,0.002498001166886217,2.4371077550839373,2.533870792025274,2.665967567089226,2.451531409168083,2.3995377953285932
1716637366,0.0035632808256382455,25.91527448456586,12.416246443423057,12.143863291365303,13.287081382187798,12.78080244241415,13.165573808050956,0.047761095456146575,3.320943421110477,3.8514692958953995,2.889445605783466,3.1528781503491956,3.182951883222203,1.3307011602246157,0.24910563237317568,0.20609994508511806,0.27691074409206723,0.23972069696052584,0.25847672402294264,0.49466570063622034,0.22560109657992317,0.14083874624002735,0.28378585640855575,1.2744585097656698,0.407892406464467,0.32836928832988355,0.005980575523356044,1.7153558217368192,0.8569544002072721,0.0026690748545060688,2.678419753086421,2.741405643282423,2.8703672297958396,2.654892289998674,2.7135727046161313
1716637381,0.003505372555927418,26.07568772091589,11.957681401534307,12.857861815931395,13.369104859335035,12.718591918917705,12.846751618032387,0.04366648137854367,3.4813544568245134,4.036374466172174,2.675476422620105,3.0417360687927415,3.556568459065484,1.178198226725776,0.26886561327009956,0.19083842559309844,0.2639468024404161,0.25873582854480526,0.2369303972557264,0.6107300591820518,0.2232516869687101,0.1400031104890131,0.27083517530796514,1.2789234199390271,0.3830015617095224,0.3523400537061529,0.037794474276805816,1.579211345555171,1.0399159002496003,0.0027114546988668596,2.4806521207268513,2.606308442878439,2.624769291615398,2.577947435391162,2.7475859078590794
1716637396,0.00367417447345693,25.33315223466797,11.404404759267045,11.907672110720483,11.3399089900111,11.921124069754534,11.479607184897759,0.06795782318853222,3.7422719556865895,3.891107530346977,3.3768739444853404,3.1665901890090677,3.5682356608478787,1.065663178175768,0.2345887626623306,0.206664109044954,0.2525759721163273,0.2803486392725549,0.22924807709309541,0.39132123780514627,0.06374184518838062,0.1879453337494983,0.31461584170054663,1.2981371623747242,0.3526779196071053,0.36179409304987287,0.03763526450530327,1.5973289401428281,0.9750318329051713,0.0026275862068973295,2.6711565899768144,2.7929680836737454,2.7426128085001453,2.5200770500825547,2.7159211405658277
1716637411,0.003886154599915366,23.34963090016883,12.835167321934723,14.569162985564008,13.50626116046201,13.185913744282301,13.02133957067284,0.06441305384597909,5.064112640632366,3.2314495703301693,4.110957551826262,2.920701120185656,3.874390297202794,1.104213934689754,0.24952060406102627,0.22582370656717776,0.27636995396600555,0.27728114136078374,0.22755496654210486,0.3562119725220804,0.09777186787646226,0.15207720710163794,0.00013361305361318722,1.3404491609081928,0.34379690457632783,0.008818697211617899,0.038313580726637084,1.6413849485174166,1.078960861013503,0.002629207061047183,2.326018815766008,2.4649074509277282,2.4346608573308823,2.2467739783894327,2.3529683659894913
1716637426,0.004072819081788571,22.967552314950424,12.42856858539174,13.957067633180612,13.479058412470883,12.79449490960154,12.82486428508887,0.06590348477373638,4.764869569049089,3.240354649229746,4.477460529241714,3.225547110470449,4.054645188791422,1.4588987174773451,0.23773356362575973,0.25163109053813937,0.28067148207597664,0.25781653887090816,0.2339877083609674,0.4849653543657946,0.09410050823694957,0.15382271042995904,0.3776446574369895,1.3832301693944544,0.35857617444427103,0.006501923781604558,0.006186438792085722,1.7298555997726068,0.9121015870209103,0.002751219943032702,2.4989359605911337,2.532505143919113,2.539716976920672,2.179632220667598,2.327142824843426
