timestamp,beacon-metrics-gazer--e279876f5d7b447a809644c7d8e1d31a,cadvisor,cl-1-prysm-geth--10fb289d593f43fd8a6b29394d684cbf,cl-2-prysm-geth--5b43dbb1138f405187bb1f285c9d0ffb,cl-3-prysm-geth--0aa0aaec98f644f49188614afeeed982,cl-4-prysm-geth--f8f5f6e9c5c54cdd92b101a71f6ee5f1,cl-5-prysm-geth--84bb1b5e9a6c480b8ad71034b4a29874,dora--83efb46d635b48fbab0a776f1d432787,el-1-geth-prysm--5643f7789bc645de97a0a757e4bed33a,el-2-geth-prysm--aac25400748348689c07778cc82cdb4c,el-3-geth-prysm--cba74686a05a471aa73f369be9289b6c,el-4-geth-prysm--44e3bac3c9734c17b63a5e87048a0579,el-5-geth-prysm--8810fc63c683432ebffe4d828c42c0af,el-forkmon--296a44d8d71144319de7afa6c1f7f44f,ethereum-metrics-exporter-1-prysm-geth--74ba6663bd464dc18ff3328ee650fe0b,ethereum-metrics-exporter-2-prysm-geth--45869df02b50441c9678be27708ece24,ethereum-metrics-exporter-3-prysm-geth--ad3a07c7c1194f4dbc76b4f7b31afb8f,ethereum-metrics-exporter-4-prysm-geth--6d071479aad7453daa385c7b0aa6e86f,ethereum-metrics-exporter-5-prysm-geth--15cf2cb52a214a1cba25b24323711da5,grafana--d0d53c19779146e38b8fdd465197be4a,helpers-grafana-1,kurtosis-api--a393fd3081894d068684cb7ac205bbfe,kurtosis-engine--c7df69c45c1149ada0b9cda29031c282,kurtosis-logs-aggregator,kurtosis-logs-collector--a393fd3081894d068684cb7ac205bbfe,kurtosis-reverse-proxy--c7df69c45c1149ada0b9cda29031c282,portainer,prometheus,prometheus--02b4ba062c6449aaa83af2289d4581a8,validator-key-generation-cl-validator-keystore--a6311fa7ad014983bcebb6cc6a1fd313,vc-1-geth-prysm--d2131392290f47afbf2f1bf22856ddb3,vc-2-geth-prysm--ab9a770aaf694ae68bd6a4b720544624,vc-3-geth-prysm--689af2249dd64389a53d3e93b2314937,vc-4-geth-prysm--3a4427e12a1c45f7853e297364915401,vc-5-geth-prysm--6e1c04a42d4042aba438013b75ab88d8
1716637291,12541952.0,253403136.0,285466624.0,262668288.0,258338816.0,286826496.0,244183040.0,49778688.0,59248640.0,42528768.0,43241472.0,43155456.0,42614784.0,35545088.0,13905920.0,8810496.0,8978432.0,9428992.0,9117696.0,203022336.0,56320000.0,48816128.0,34222080.0,48283648.0,20430848.0,88399872.0,17768448.0,666898432.0,131084288.0,15589376.0,45703168.0,25071616.0,25354240.0,26877952.0,26267648.0
1716637306,11902976.0,252768256.0,285032448.0,271216640.0,258682880.0,291553280.0,249655296.0,48857088.0,59047936.0,42700800.0,43384832.0,43184128.0,43360256.0,35016704.0,13303808.0,8876032.0,8765440.0,8863744.0,8794112.0,197419008.0,55287808.0,45854720.0,34222080.0,45948928.0,19292160.0,83156992.0,17760256.0,668241920.0,128929792.0,15065088.0,45268992.0,26976256.0,25370624.0,26910720.0,25849856.0
1716637321,11902976.0,252579840.0,285966336.0,274485248.0,261009408.0,291848192.0,263794688.0,48861184.0,59457536.0,43081728.0,44539904.0,43560960.0,43548672.0,35405824.0,13246464.0,8790016.0,8835072.0,9310208.0,9023488.0,198135808.0,55308288.0,45854720.0,32399360.0,46989312.0,19292160.0,80441344.0,17760256.0,668958720.0,129769472.0,15065088.0,45330432.0,27082752.0,26943488.0,27463680.0,26234880.0
1716637336,11378688.0,253075456.0,288223232.0,280580096.0,274960384.0,292188160.0,273293312.0,47894528.0,59580416.0,43307008.0,44662784.0,44728320.0,43827200.0,33517568.0,13451264.0,9412608.0,8818688.0,9261056.0,9007104.0,190816256.0,55238656.0,43102208.0,32399360.0,45326336.0,18243584.0,75722752.0,17760256.0,727621632.0,127565824.0,14540800.0,45084672.0,28995584.0,26476544.0,27590656.0,26738688.0
1716637351,10854400.0,253161472.0,290189312.0,282828800.0,294776832.0,292118528.0,276234240.0,47190016.0,59568128.0,43479040.0,44740608.0,44761088.0,45207552.0,32493568.0,13594624.0,9703424.0,9023488.0,9306112.0,9728000.0,186363904.0,55103488.0,41791488.0,28467200.0,41984000.0,16932864.0,71266304.0,17760256.0,787554304.0,125595648.0,14016512.0,45076480.0,29278208.0,25858048.0,27635712.0,26787840.0
1716637366,9269248.0,252391424.0,293642240.0,287465472.0,296779776.0,294666240.0,286498816.0,44728320.0,59269120.0,44249088.0,45690880.0,44826624.0,45174784.0,30248960.0,13201408.0,9019392.0,8753152.0,9027584.0,8904704.0,171491328.0,53010432.0,41824256.0,38023168.0,42287104.0,14401536.0,87257088.0,17760256.0,788410368.0,125689856.0,14016512.0,44437504.0,28078080.0,25894912.0,27656192.0,26357760.0
1716637381,9269248.0,252391424.0,306966528.0,307351552.0,298971136.0,294789120.0,297271296.0,44736512.0,61652992.0,44072960.0,45768704.0,45875200.0,45699072.0,30445568.0,13451264.0,9580544.0,9588736.0,8663040.0,8560640.0,172224512.0,53010432.0,41824256.0,38023168.0,42356736.0,14438400.0,87285760.0,14991360.0,788934656.0,136003584.0,14016512.0,44515328.0,28098560.0,25911296.0,26861568.0,26411008.0
1716637396,7966720.0,244363264.0,307052544.0,307466240.0,314863616.0,299139072.0,297422848.0,27758592.0,60588032.0,45158400.0,46039040.0,45678592.0,45998080.0,27566080.0,13328384.0,8867840.0,8314880.0,9609216.0,8642560.0,167899136.0,53010432.0,54710272.0,38023168.0,37482496.0,12193792.0,75505664.0,14991360.0,789049344.0,136126464.0,13746176.0,44654592.0,28205056.0,26583040.0,26882048.0,26480640.0
1716637411,7966720.0,251416576.0,316235776.0,307691520.0,314888192.0,301432832.0,297738240.0,27758592.0,61607936.0,44888064.0,47747072.0,45694976.0,47218688.0,27852800.0,13475840.0,9617408.0,9715712.0,9129984.0,9781248.0,167927808.0,53010432.0,54710272.0,38023168.0,37224448.0,12185600.0,75505664.0,14991360.0,781103104.0,136228864.0,13746176.0,44662784.0,28221440.0,26636288.0,26898432.0,26533888.0
1716637426,6930432.0,255856640.0,340389888.0,309981184.0,319025152.0,301461504.0,348483584.0,26185728.0,61669376.0,45154304.0,46968832.0,48992256.0,47128576.0,28807168.0,14032896.0,9637888.0,9564160.0,9523200.0,9310208.0,168534016.0,53010432.0,48193536.0,38825984.0,33005568.0,10620928.0,70168576.0,14991360.0,781275136.0,129589248.0,11706368.0,45711360.0,26394624.0,27148288.0,26923008.0,26619904.0
