timestamp,beacon-metrics-gazer--889f401b7ac24b45ad5daf2e27ffaa06,cadvisor,cl-1-prysm-geth--7fc964e5142748bcb0dab76baea76b6b,cl-2-prysm-geth--b4b812a13e874086a0bc30c027faf4b5,cl-3-prysm-geth--6d7b63950dff472593c44297957e9329,cl-4-prysm-geth--db5fcf5dd652488c858ddca728d81a51,cl-5-prysm-geth--5ac35d02641d44d598ccf868dfdbdc8d,dora--d22603b309a34a4ba1a3a6b2ac2556b4,el-1-geth-prysm--6df8fe6e0f84467bae8dcb950344f104,el-2-geth-prysm--81461ecf4fe34400a4f469d25647af08,el-3-geth-prysm--61039548227e41ebbd20da4b9441c7a3,el-4-geth-prysm--37430a8575e6418a817b0535dfd7982b,el-5-geth-prysm--4e779ddb7bec422ca4c887c4aae8685a,el-forkmon--8074a951bb3741f6978b424a5b05bedf,ethereum-metrics-exporter-1-prysm-geth--bbde63a5d8ab41b0a8d6516d98475e87,ethereum-metrics-exporter-2-prysm-geth--aa838ce8f2b54e1ea5d738e02f609313,ethereum-metrics-exporter-3-prysm-geth--949464493e7a4a55a4196e9d4fc40d4b,ethereum-metrics-exporter-4-prysm-geth--a2b6e36f9f574c8bbdd037d62bf994fa,ethereum-metrics-exporter-5-prysm-geth--0f0a6050cd9c43ca93397acfdc1c5220,grafana--7cfae55ca3bc401e8bd611634a1d2f7d,helpers-grafana-1,kurtosis-api--c6aa81f473fd49ecb33f78f539638112,kurtosis-engine--2f2b4f032bfd4da298afd2bca70adaa4,kurtosis-logs-aggregator,kurtosis-logs-collector--c6aa81f473fd49ecb33f78f539638112,kurtosis-reverse-proxy--2f2b4f032bfd4da298afd2bca70adaa4,portainer,prometheus,prometheus--9379e5c5c0a24c65a2911623416f6838,validator-key-generation-cl-validator-keystore--d1a3dc515e2347e2bcd84a6975bcb35d,vc-1-geth-prysm--fb05356dde5f4a3189f45670f09dfbdb,vc-2-geth-prysm--932f79eb055b422b9f90a5a40969ef3b,vc-3-geth-prysm--092f67016720442ebec01ff1ddada5d1,vc-4-geth-prysm--5f86c8a931a54473a245cd978251fe04,vc-5-geth-prysm--061ad92585064d768ed7c18e1108b024
1717052424,0.004302874696254192,21.722530755082147,12.841098583274956,12.447306180654579,11.460151719487522,11.883699935998921,12.419217963090004,0.0370532383858934,5.60633563668925,4.160127650952317,4.776629786948272,4.989916267406974,3.659448738812046,1.4569764822490532,0.2487812890086064,0.26837165962261644,0.2621815109609145,0.21296113955625567,0.2272785320607608,0.29322275996504626,0.08342079065922288,0.09559384363933585,0.0910820902252926,1.0677192281216006,0.35556509154550364,0.07219145060081501,0.006862293571948308,2.652415471355422,1.0500824628916987,0.0025075363113187753,2.172110770065628,2.169490874593425,2.1763007504991885,2.0765027447392503,2.2520617644456244
1717052439,0.004302874696254192,22.250653691367546,7.575454999999992,11.868969146030183,9.967163308043524,10.978597860914304,12.262305024057287,0.043873271462498455,5.229935910688439,4.641092299105257,4.854561923304831,4.989916267406974,4.214318405799529,1.1222535531552014,0.24697204968944092,0.29198197413680493,0.22604963570127543,0.16113012592831738,0.20432059972168587,0.30014236805531974,0.06967373903632403,0.09113665565345108,4.3892804018809314e-05,0.9967820424948614,0.37453871180579235,0.106715309366595,0.03359714810995676,2.942511533452459,1.0031356820564237,0.002295819827687752,2.321121110998756,2.169490874593425,2.2837787234042564,2.3167265884882893,2.449563382494891
1717052454,0.004209623437999303,22.845814097935286,12.91966009447525,11.57846093597023,10.454336906310257,11.940599769319482,12.292915966243863,0.04658592360464127,5.54860533993458,4.897312889023841,4.306659020375122,4.864761563765745,5.039283254460219,1.1222535531552014,0.20164489814113098,0.2521047148272118,0.24454334629288596,0.20853742478406664,0.22320050536092326,0.25751619761932687,0.2130900052930877,0.15216552901023897,0.0,1.145680908891402,0.37453871180579235,0.005275393861451306,0.03428341492857129,2.531482946454794,1.0031356820564237,0.0022343892004514795,2.2750978927593333,2.235480287469678,2.3933664784697064,2.356773287422979,2.2421291053227597
1717052469,0.0053339153208205765,24.59424924512712,12.724928328105504,14.079258168184255,11.945729549361289,12.774052373817547,13.843044095766249,0.05256378665352482,4.782863493321015,5.481422286382081,4.306659020375122,5.211849588509487,5.310306064398683,1.1856143759106363,0.22647287214288125,0.23191955123819946,0.25320024591003826,0.2250008566631262,0.21731036985986676,0.28856261400229793,0.18186935993424352,0.1543262555453954,0.2817374762206719,1.2049308701436479,0.34715054597001105,0.006815651505028258,0.03372836218375065,2.531482946454794,0.8379355664891807,0.0025033298043095277,2.2750978927593333,2.343646530170957,2.4160097323600978,2.1581544640505617,2.262637386988121
1717052484,0.00522665594532111,23.583024905456572,12.93060275402101,12.474923066517869,12.561064501885138,12.112969416669362,12.228550919694927,0.059101020564112164,4.041212909408261,5.703639983663464,4.265399628847505,5.471582968205825,5.553844065035136,1.2264233389024555,0.23924186334779474,0.24048495236174802,0.26314618108244814,0.19630052370081932,0.24147430289162577,0.1935412176724139,0.25366259526740514,0.21237718430596836,0.32367400653302913,1.2169785193191034,0.40920229738353553,0.004611095743273369,0.006234933871911215,1.7425613703804188,0.8115428609877531,0.0025418401155380883,2.6535985724671205,2.515631008663787,2.4781331578370076,2.3323269107682796,2.410000167591211
1717052499,0.0047915562621444795,22.168900777893725,12.593334345581539,12.501949967350434,12.041170731707329,11.06308233225905,12.61791114994287,0.06777878233257627,4.0860660101144575,5.921543646781247,5.6497414957025605,5.471582968205825,5.766011687037205,1.7105529633674166,0.25252765412113853,0.2487563996696942,0.22515495980901085,0.19498059071729962,0.22233057364442532,0.2283864609528987,0.19762742043176706,0.10524831431535422,0.0,1.2993533528213328,0.43150230582248567,0.005224978614201123,0.005440540804060209,1.6793266404377876,0.8036382350308788,0.0025799688915942014,2.6524470154602238,2.6013681212491093,2.4446119763251,2.6654052083570683,2.586783008427683
1717052514,0.005133644463300827,22.830105017505968,12.093475324207487,11.149512545595218,11.29381865027348,13.465895114257833,12.59040479760119,0.059133344487201006,4.497804818256772,4.616169528974582,6.375200823892897,5.609611660381208,6.142757240560335,1.5624325823992908,0.26619986080697977,0.2340792133798935,0.25022874235692605,0.23064272988899565,0.2760128368536049,0.3229563141342029,0.0957712453716141,0.11081398180328944,0.0,1.3255357897817808,0.43150230582248567,0.003730993368615345,0.10442172523961572,1.7233189092657908,0.8139749250109537,0.002274680949546386,2.2499114261350277,2.5429301590504063,2.5164392079856,2.6654052083570683,2.6849022439203276
1717052529,0.006348293939115239,22.755865588549657,12.539196966619276,12.683475298126071,12.687983063377956,13.465895114257833,13.869021522076757,0.046893826944905334,5.934007327684906,5.4811498000201615,6.375200823892897,5.459755318791386,5.833083931164998,1.7909511718311126,0.2877551929113699,0.2340792133798935,0.2696183467396889,0.1967190283678225,0.2760128368536049,0.27494975513902614,0.09042728711405168,0.11122887040515125,0.1320560058953577,1.3216447653100725,0.3947013899840049,0.06374125945405931,0.07657256966506006,1.84880163094686,1.0653780068728516,0.0024126162174882785,2.3733332190430487,2.654716939062187,2.4300960094050037,2.5160735455297814,2.394113698905968
1717052544,0.005650921364403478,25.327567731498302,12.014380212827161,13.221950774840458,12.725550887230144,12.3385395708996,13.632540792540789,0.05458105462156504,6.2818345782783975,6.313000669792365,5.930377101117667,5.307778256689098,5.60800145782254,1.898396976190879,0.3219081272084809,0.22574104502136091,0.26376593892426137,0.2635847967120681,0.27288158984267186,0.2980022767348942,0.08900434061239307,0.11192158041514232,0.16176358798935803,1.3471712100279674,0.4138990206011476,0.09821630529614704,0.0075104376788518645,1.7868477359069042,1.2617551534433604,0.00255533130366385,2.365919878808281,2.421225882196576,2.3601481615731403,2.3618778280543,2.57909677005485
1717052559,0.0054538442342158475,25.525351397980327,11.315225563909788,13.221950774840458,12.59897453083106,12.46971575523273,12.089659235091537,0.05025740889963292,6.267994777597701,6.313000669792365,6.39728468535489,5.65529767688366,5.744477988554943,2.111339950930739,0.27926696207887053,0.25013116738976904,0.2370440082459442,0.26856671614712163,0.25595068915332597,0.17517998993369419,0.0880000000000078,0.11251470242295812,0.00043489720611498744,1.4006386881978599,0.4663092797364972,0.07093443469282275,0.007283755455517166,1.7905972965856294,1.1375342160899076,0.002604038826286155,2.742884049981623,2.6005720031281414,2.458885453101501,2.4495970895243295,2.7998117401560534
