timestamp,beacon-metrics-gazer--675f3dce361d4f7da9fb6dde5b71cf03,cadvisor,cl-1-prysm-geth--a605baf59c4045a38d9e4d5f59d119d6,cl-2-prysm-geth--19001ea77c3545afa6c69ee28ba6aeef,cl-3-prysm-geth--d90a7d68dc274ecd8867ffb91b6f0de5,cl-4-prysm-geth--5be24fc6314f4152b35f9988d9d5069f,cl-5-prysm-geth--f4c42ddc242b43d7be6229d237ac1440,dora--6ad1bbd68ba74d9ea474027c4cbfe50f,el-1-geth-prysm--ae5abeea1d954559abc6f3e3e6750d6e,el-2-geth-prysm--0a52dd5b5d314aa0bb8409a102987dfb,el-3-geth-prysm--2b6ea066b8b24382a1b415d682ffb160,el-4-geth-prysm--60458066b7af49f9a4a45a63eba6a4b7,el-5-geth-prysm--35ede4594838490089a6718f61d8908e,el-forkmon--c55ed8e688eb4ca88cb9ae5d8280656b,ethereum-metrics-exporter-1-prysm-geth--1f7daa0a4737425282cb1bb09957a640,ethereum-metrics-exporter-2-prysm-geth--ca527045f38147a7bfb90eb2cd9ad76f,ethereum-metrics-exporter-3-prysm-geth--f0aaab339a2d4cfaa261c0fad2cffa1c,ethereum-metrics-exporter-4-prysm-geth--95fc04cafe5b4c78b80aab2f04c361f9,ethereum-metrics-exporter-5-prysm-geth--ac14cd1efa804a04bdfa02792a93aec7,grafana--e9468133916047cd82ef18a42a107214,helpers-grafana-1,kurtosis-api--6fce6122dc6c43d09e200f491eb776fa,kurtosis-engine--73e0d765f58b4761a30feebea23dd3b9,kurtosis-logs-aggregator,kurtosis-logs-collector--6fce6122dc6c43d09e200f491eb776fa,kurtosis-reverse-proxy--73e0d765f58b4761a30feebea23dd3b9,portainer,prometheus,prometheus--00088d92694440d2a227ca9549927893,validator-key-generation-cl-validator-keystore--2da60df637644c159167fc278b5abb0d,vc-1-geth-prysm--b96868daa3ff4844be18567ef2e373cf,vc-2-geth-prysm--64ad8039224d446bb49d93690f987a3f,vc-3-geth-prysm--84b5aadb1b4c483cb966da5ab80a4004,vc-4-geth-prysm--23c34b62238a4fd8b3ed332c76dc5b95,vc-5-geth-prysm--a9e8745b53c64ddd9873209e050c85e4
1717045825,0.00345825716026813,24.650170769574327,12.748709832343707,11.877191554771912,12.517922021346115,13.34231274341093,12.200238632419303,0.03436272878535774,5.227783466144327,4.466159612953841,4.12504671291424,5.681970920109446,4.99838074890363,0.8586486732926054,0.24212896576447399,0.2695889131111804,0.23580197491326385,0.2193583808806115,0.25790436970944863,0.3152642055736515,0.061920319249230846,0.11242593044674633,0.2972609630392036,1.1423602266239188,0.3535784389404735,0.006269496067835627,0.017291047385906633,1.7340210489311583,0.723702153368144,0.002286051802590048,2.4986022786004805,2.341332527369199,2.4457459297818143,2.4173641002884407,2.2286006987879063
1717045840,0.0035476330908534863,24.820474345479347,12.834347768390328,11.807978560490055,11.887452804746502,12.350365749674639,11.949275727133333,0.049344164058858775,5.6765926416970505,4.863439367822525,4.703553675765237,5.410519580805295,5.21297819412384,0.7878377780726191,0.18768102782948198,0.2561042902469306,0.26168668780422455,0.24988375212375938,0.26641321269826945,0.3092821444797822,0.07628398454081355,0.1112651569186874,0.28220210206407487,1.191367113870717,0.36604371956053894,0.00762740608835795,0.017087322949300383,1.600019483049692,0.65387561760573,0.0023889133304001767,2.523849381824745,2.419727798878641,2.500544796859146,2.468504548480143,2.3953727220068615
1717045855,0.0378838042541612,23.42748030622408,11.623069987602843,12.070494474829777,12.479692576575765,12.346524750503418,12.315711078010711,0.14533853477915892,5.755845296106061,4.807810022899418,4.811672296148526,5.504679956225994,5.460962402718404,0.8532074374063053,0.20873510292524367,0.21133179641780456,0.25412816435294633,0.24947653955657173,0.24991375254822012,0.26920108743313137,0.11829650113123387,0.0939696073712441,0.00030284193484183587,1.2451074787281688,0.4138342412101023,0.006454363877107981,0.00797136038185939,1.7312687980393342,0.7019858589385478,0.0025887909891904775,2.6315105065709243,2.5829476872369326,2.7143792867697343,2.7383384839120164,2.647481499698181
1717045870,0.03745131881748981,25.683562726373747,12.91699161238511,10.831920469950296,12.480633601547726,12.6296636484051,11.367821453888546,0.15183234632110312,6.181425800193992,5.405509350836183,4.911202896910714,5.033105591431028,5.31715090921291,0.8555654715423572,0.23529658121542069,0.1963961395042772,0.23718754177249032,0.27306439028867774,0.24755463286713283,0.27559212549984646,0.12121711992866654,0.0973804400333767,0.10501345538533259,1.3410658859268705,0.4503656307129795,0.04877945847493418,0.0059171203199685765,1.7692829651381499,0.8049822226274039,0.0027679556766737785,2.627726146220571,2.440957681774008,2.7406990238241526,2.6618083311128875,2.639909783166967
1717045885,0.03695123820367411,28.105070984913645,13.227150358207618,11.460036755857967,13.563541002353045,13.341954490491368,12.81793720017445,0.13905293443225816,6.3449527401916646,5.516006556199201,4.5831608083172135,5.479872211737421,4.863914826773719,0.9740358573762786,0.26409666535208787,0.22301907238838323,0.21697353148683396,0.2970507094062006,0.2813360430051134,0.28954152211145767,0.11726529771307441,0.10186470938305917,0.10434352366515078,1.3498900757256111,0.43634209439335664,0.046833433930208175,0.006605574646811447,1.7688317436432202,1.0630386030612462,0.003014056586772529,2.500266237107637,2.2079088759939816,2.5650504452390184,2.482818352059926,2.3806443819731187
1717045900,0.004432302480603217,26.923156388355977,12.790143275584121,11.71685383400597,13.586124714332357,13.596424447010744,12.947998773194294,0.04523874426423156,6.728822619836534,5.5386403936519235,5.512595702105446,5.608133112086017,4.464800889295756,1.0741545033819861,0.26858039181273735,0.24137668502843848,0.19780849858356941,0.28552570990023035,0.26779753582663407,0.3027924212012266,0.08439982540376553,0.10428235397568536,0.11019967980076496,1.316450628207397,0.40977274233088185,0.04789054595046293,0.0800153954130725,1.695429789249463,1.0498161352527018,0.003024809993884794,2.5541679309896366,2.2498540130198776,2.5389154199579016,2.5307483683189265,2.4574676957386803
1717045915,0.004726482032501742,24.762272787289568,12.46274624580679,12.492458826308223,13.06271660269352,12.413385809213755,13.711205092242961,0.04288474500112346,6.650743906995138,5.592545372050817,6.31772678714502,6.245843297534673,4.745931484647322,1.2961814845114645,0.2802546063651592,0.23715046902635056,0.2283313378564144,0.24954079830448606,0.26985644876325093,0.2904674006196838,0.08559010664036482,0.10420575429776777,0.001784821874776965,1.308955426094026,0.39550829014381556,0.006687235240823274,0.08063984094349641,1.802088789800595,1.1242186622329071,0.0031154551007935467,2.518131535929419,2.6138777079281814,2.712731380898582,2.734070014539762,2.716235188911246
1717045930,0.004965507820504037,22.654367260448556,12.506559817831493,12.094724682325745,12.669750531379334,13.291637188814,12.926940831816772,0.045802090561138854,6.5780569141840814,5.502086246310232,6.735257655455396,6.334644323604485,3.8453314134005288,1.4868197879858656,0.25970410400655575,0.23299935141905034,0.22257537113334647,0.24663492994607783,0.2530170965067557,0.27960319695033403,0.08227427634701398,0.13315467585900256,0.41457688396791337,1.3977387208617726,0.4330313650289843,0.31141446014542395,0.07715544643444136,1.8935873584601364,0.8743426205661862,0.0030007723411019614,2.65131156492301,2.534789341835574,2.7363578034426292,2.6408543896265364,2.581227821922279
1717045945,0.004407493625983794,24.4637410008008,13.494166124484916,12.944963357458242,13.943874117569433,13.468049257579809,13.626656069035992,0.04013437296362047,6.426858502523963,5.671440732560281,6.008018995929448,5.9693950255715365,4.5813640197079275,1.5364724053166268,0.2872060501644552,0.24325208282689886,0.26167342910406854,0.28884763445024036,0.28011085301625993,0.2684381248611416,0.0772804355587222,0.13129532991332138,0.3990842451003851,1.3664038032580041,0.38343021371307573,0.29949777777777814,0.006776425138133564,1.8063254433879805,0.8339045691532652,0.0031646420727065106,2.4476663862197228,2.3112600352233468,2.6096302609151705,2.455804737458344,2.3606585153638338
1717045960,0.004535383813371546,25.191959642650485,13.429452039317596,13.138151500289808,13.466073493074603,12.645013464991017,13.29564465086629,0.043064593614884024,6.428270932607213,5.129567836619593,6.478260387811631,5.74541635442923,4.685401696122222,1.5637286418883205,0.2566163449619266,0.2655971081756514,0.2704734081402297,0.3091636752803728,0.2810425166655518,0.21004692929019497,0.08886664717393787,0.13543939359859725,0.40888157894736854,1.3467611562660935,0.38876171352074995,0.2752872753617354,0.005697111666039971,1.714104517748311,0.7677031374835352,0.0030860714440736495,2.6907621798909607,2.3390961006513784,2.6961412001095986,2.5058676654182244,2.371921225575312
