timestamp,beacon-metrics-gazer--41187cc62289490d96fa8e943fdd9c80,cadvisor,cl-1-prysm-geth--aa389c42a32547d2ab12fe67ba63476f,cl-2-prysm-geth--a453f7b4bb0d41ab95ec6d8bfc3163e0,cl-3-prysm-geth--f37998bfa5fb4219ba4d93002004bcf7,cl-4-prysm-geth--74ce62db53534923a5a0c50033b1e287,cl-5-prysm-geth--30d3adb3ae1945a6bdaa08037a4ea45d,dora--2013dff356474be4a223e18bf39604d3,el-1-geth-prysm--6930da1eaad9437bb3862dcabd2a5a9b,el-2-geth-prysm--a00d33a98893482499b530884747e193,el-3-geth-prysm--606626f9ee9c49ee9eb04ef20bb2929d,el-4-geth-prysm--f1754fd0761f40bb9acbcb9e9302bd8e,el-5-geth-prysm--f94a5d18b5684cdca5e8a5e9fa994ec3,el-forkmon--6f9431cb54ee47a7a1992238557683ef,ethereum-metrics-exporter-1-prysm-geth--d52fdae9fb2e4ecdb438ea1ab139b096,ethereum-metrics-exporter-2-prysm-geth--64fa870b863343e4b976cefefbbe217a,ethereum-metrics-exporter-3-prysm-geth--3aa770c39dc84aa38ecae4d357b1ff78,ethereum-metrics-exporter-4-prysm-geth--c35216f8f4ad46799cd97aa5ff833c4f,ethereum-metrics-exporter-5-prysm-geth--186affe656734e5795966d0af83c6d96,grafana--b00abafe65184f5caa6721a800c6d010,helpers-grafana-1,kurtosis-api--f4c77b295d9f42719bdaaaa6536797d0,kurtosis-engine--3de9051e1dbb465ba4e1ab813b9681bf,kurtosis-logs-aggregator,kurtosis-logs-collector--f4c77b295d9f42719bdaaaa6536797d0,kurtosis-reverse-proxy--3de9051e1dbb465ba4e1ab813b9681bf,portainer,prometheus,prometheus--b1fe3fc0b5dc477ab6385a2500d7c92a,validator-key-generation-cl-validator-keystore--720f0f410e5e4ddebe256ae3833b60ba,vc-1-geth-prysm--002232e17da6491eaab9374c1095bdb4,vc-2-geth-prysm--ea63ae36cf064ae38c79fc09b0bdbfc0,vc-3-geth-prysm--d250afe00edc4f7e85d4e85cfcd659f2,vc-4-geth-prysm--b073613778674434ab8d5ba9136e4eb6,vc-5-geth-prysm--37cd0b0864644d9d85d3573c71fd0537
1717054122,0.08537511446630783,25.2436569615926,13.60743363610372,11.855257857003611,12.337076010544806,12.808255924600118,12.937012930089859,0.08533787902734188,4.814236418142218,4.365188558291698,4.729957471188379,5.184466506655031,5.42906439634091,0.7758202726102205,0.2205455808844956,0.2163211582757488,0.25023077633157953,0.2303814530260142,0.22726988801142198,0.5320545013865537,0.0978970382725677,0.14389789536714515,0.0006605892456070089,1.2515433621484804,0.39756352472401885,0.0056087114028175455,0.02164469254328094,1.7068632515102138,0.8963259201456621,0.0028201695671573666,2.5976645670688416,2.3310324523858057,2.5247203054867007,2.30021812413246,2.908867664084068
1717054137,0.08331521266417324,23.613821046196456,12.668377804867035,11.468428421421072,11.037381297453981,11.777026054725829,12.097881171766343,0.08965370771947866,4.676998883122002,4.9892326818150465,4.836169489219883,5.076872455155717,5.191847244953631,0.5856318095024149,0.2374138556401884,0.25773973822455726,0.254470788780412,0.19837314338359205,0.21045143275048198,0.32326104746317563,0.20414490424536758,0.13824041619822336,0.0007630579409265932,1.1993198766593045,0.372323613262397,0.002418766981068238,0.022903189952207168,1.8557434002347428,0.8195148047864442,0.0026285332739814744,2.6450874657578574,2.509967504626076,2.5813287132671414,2.409097867933447,2.7933856143399343
1717054152,0.0058159005157285976,22.57596145286483,12.266418674493204,10.764243170622477,10.018921375213349,10.729805820848222,11.569813844610403,0.04434397124015794,4.928378500861053,4.985802342772662,4.790261037563944,5.502071284465369,4.882307607130997,0.8398819524272702,0.2091708430284589,0.27585390900567036,0.2584184638668181,0.20345052376028408,0.2243894048847608,0.35528539138449416,0.203722478125746,0.1410674900749885,0.32294688532872984,1.2282819679480008,0.3998921902626245,0.006212338267730761,0.021459047197971377,1.7007607251529777,0.8114409278553175,0.002519664336890043,2.775384649443228,2.568776409650597,2.663637158278883,2.4669256331956153,2.8277948449789747
1717054167,0.005724409622114149,24.08525235206465,13.44544120867091,12.814948143191717,12.527137736815158,12.231747234429454,13.85553911015428,0.04348282881344807,4.778512208972171,5.4986790574178555,4.8649430462383565,5.879357329397066,5.101807052020513,1.0159137531216558,0.23168672339129107,0.26618502321806947,0.22265698270409395,0.22949868429930523,0.2268394815553338,0.28640052787858844,0.18439530427504142,0.1056735175355021,0.3678023400786419,1.3317694764741856,0.43133164047308564,0.006181919746764714,0.005899205919506184,1.8929093350937742,0.9657994408873666,0.0027475825275092027,2.697523369624987,2.557994965524791,2.630677475646664,2.5047909775103787,2.435939529675251
1717054182,0.00523097374543038,25.800363557201177,13.18127649398926,12.257212038922837,13.449553959467503,12.64830529524671,13.588647486621234,0.041492135030046,4.897427543609584,5.441291484435292,4.860401419869406,5.634020202925169,5.129370566579864,1.0162501107861381,0.22616382736471258,0.22451643661460216,0.21739270066295063,0.2318852786027749,0.21173633440514472,0.5400057571798688,0.09869459895924969,0.10465500838128018,0.0009232370353582977,1.3381891184697297,0.412994546679123,0.034249466083598336,0.005946422613088546,1.7107578213467194,0.9944554191729741,0.0027187389302165887,2.226788360501144,2.158494899085809,2.3119853053727226,2.3828950794064063,2.5346690757350863
1717054197,0.00492995330220146,25.550911108642804,12.005086469989829,12.534876124875021,13.273089294613328,12.063822510632699,12.281875979201201,0.045524622396997,5.807554920913887,5.63915149124537,4.711029528767248,5.400885194945604,6.02123002162234,1.2239488076522818,0.2566879832438333,0.2242259011080454,0.2607617019348406,0.20068148664242638,0.2423334423726967,0.5266307877888086,0.09172027848770123,0.1049695831096803,0.0009553421428752432,1.3017406051950353,0.42402216871848497,0.07062645635418296,0.0071662173509472425,1.6941837721171864,0.9647504446542672,0.00291240301360681,2.3147130795176474,2.307627597600208,2.4337110034913847,2.2712669532102527,2.371569153694757
1717054212,0.005093237474724762,24.14839529432354,11.376718234277114,12.261839690436691,12.329826545150272,11.683775127768318,11.613242996278055,0.0471764521263479,5.904998426754176,5.8508652064215125,4.972811802902132,5.304995739719273,6.337902431551071,1.2068575412711982,0.2339490547535975,0.25465861938890977,0.28427557944831233,0.19306204427367574,0.25822904687817094,0.5238052012889767,0.10256944444445396,0.10274216211469361,0.0009508912296812065,1.314508535726856,0.4211000843225012,0.3547967650456884,0.006404886561958608,1.565502707896486,0.8985644451326057,0.0027804193270847,2.5896922873745365,2.679581723118888,2.7410947712418268,2.450143900819129,2.5495260453579007
1717054227,0.005607225898765866,22.578925528139607,12.202508546718278,14.352693000200055,12.392142523728015,12.937577918243248,12.934797034002099,0.07063198701767033,6.268331340363084,6.742152292152297,4.758508117206704,6.188041351711876,6.464829719973999,1.5853202431042541,0.24019230325808744,0.23454240097714185,0.2723166147567394,0.2378607997175391,0.2933080050656535,0.2587878254750164,0.08514488755488968,0.15338715725850952,1.191120596650875,1.3846777339517127,0.43716832315127163,0.3265633362150606,0.006450369418563525,1.7232953537861857,0.9743823522871309,0.0028224065447107496,2.8149460811561964,2.7871712984983374,2.8636293657077507,2.2955051408135887,2.455491692860351
1717054242,0.004905383469346912,24.102653421929524,13.20020178093608,14.071361460337345,12.528220103831,13.000738654008254,13.902608033090244,0.0671795103850853,5.385016424948037,6.060595466084713,5.09194811977716,5.943328394631342,6.050215536396767,1.5119645853572374,0.22518320394894223,0.24297599928622413,0.2606231730002657,0.23537308072191793,0.2588300220750551,0.3323593329747175,0.10843688395686094,0.18552545062917924,1.0899628731463398,1.3537170155711309,0.4046380140465566,0.3272246385329757,0.032496727305564625,1.7255279461728361,0.9303065329984219,0.0028456002472512553,2.5872090913215073,2.713504254613768,2.7972280800921787,2.277510004247614,2.459350258746517
1717054257,0.004771469380467776,24.085272505269913,12.922689278958247,13.440276671748085,11.327957579483577,12.32271267524529,12.613499419356256,0.07122180862710745,5.349504650003248,5.828453283668127,4.607675756477622,6.17598476057016,5.62253751464121,1.3150231825542955,0.2192497938994228,0.24315887353878854,0.271264936876927,0.23862147345901863,0.2534315651604453,0.3535005847178997,0.22614951379414072,0.18355563317252058,0.10111569357254946,1.3360386898219396,0.40532820466132513,0.0043002046645543536,0.03233587986778599,1.7766176633139248,0.8588713287965621,0.0030067264573991853,2.745276079056989,2.467282874853853,2.7375275128393257,2.4161324550156937,2.743532564265602
