timestamp,ethereum-metrics-exporter-1-prysm-geth,ethereum-metrics-exporter-2-prysm-geth,ethereum-metrics-exporter-3-prysm-geth,ethereum-metrics-exporter-4-prysm-geth,ethereum-metrics-exporter-5-prysm-geth
1716571600,0.0,0.0,0.0,0.0,0.0
1716571615,0.0,0.0,0.0,0.0,0.0
1716571630,0.0,0.0,0.0,0.0,0.0
1716571645,0.0,0.0,0.0,0.0,0.0
1716571660,0.0,0.0,0.0,0.0,0.0
1716571675,0.0,0.0,0.0,0.0,0.0
1716571690,0.0,0.0,0.0,0.0,0.0
1716571705,0.0,0.0,0.0,0.0,0.0
1716571720,0.0,0.0,0.0,0.0,0.0
1716571735,0.0,0.0,0.0,0.0,0.0
1716571750,0.0,0.0,0.0,0.0,0.0
1716571765,0.0,0.0,0.0,0.0,0.0
1716571780,0.0,0.0,0.0,0.0,0.0
1716571795,0.0,0.0,0.0,0.0,0.0
1716571810,0.0,0.0,0.0,0.0,0.0
1716571825,0.0,0.0,0.0,0.0,0.0
1716571840,0.0,0.0,0.0,0.0,0.0
1716571855,0.0,0.0,0.0,0.0,0.0
1716571870,0.0,0.0,0.0,0.0,0.0
1716571885,0.0,0.0,0.0,0.0,0.0
1716571900,0.0,0.0,0.0,0.0,0.0
1716571915,0.0,0.0,0.0,0.0,0.0
1716571930,308391.0,308391.0,308391.0,308391.0,43609.0
1716571945,43609.0,43609.0,43609.0,43609.0,0.0
1716571960,0.0,0.0,0.0,0.0,0.0
1716571975,0.0,0.0,0.0,0.0,0.0
1716571990,0.0,0.0,0.0,0.0,0.0
1716572005,0.0,0.0,0.0,0.0,0.0
1716572020,0.0,0.0,0.0,0.0,0.0
1716572035,0.0,0.0,0.0,0.0,0.0
1716572050,0.0,0.0,0.0,0.0,0.0
1716572065,0.0,0.0,0.0,0.0,295266.0
1716572080,295266.0,295266.0,0.0,295266.0,0.0
1716572095,72012.0,72012.0,72012.0,72012.0,72012.0
1716572110,0.0,0.0,0.0,0.0,0.0
1716572125,0.0,0.0,0.0,0.0,0.0
1716572140,0.0,0.0,0.0,0.0,0.0
1716572155,0.0,0.0,0.0,0.0,0.0
1716572170,0.0,0.0,0.0,0.0,0.0
