timestamp,beacon-metrics-gazer--2e73ea7fb1874fd8b436af91913745ba,cadvisor,cl-1-prysm-geth--913e0bc7a60d440abdf9d9adaf488ba6,cl-2-prysm-geth--3508a78ec3024129abece8254db0f89f,cl-3-prysm-geth--c5da3216a2444ecdad99225fc6af6f9a,cl-4-prysm-geth--64071cb6e4054ffca85d81f074644614,cl-5-prysm-geth--35bff00d19094189b4dbdae477ab6f99,dora--50338aa5c86f4e1088b54d531458cb5c,el-1-geth-prysm--d9774c61647d428abe16ff93a7d1794c,el-2-geth-prysm--d57c1c890acc4d029b174f70e79f513d,el-3-geth-prysm--a47af41839d74b6ea9dacee9e9bfbc09,el-4-geth-prysm--17f6a66db4264f1d95ad120eb10637b9,el-5-geth-prysm--544096fccb4c4445b21b436f761030ed,el-forkmon--859f24661976422b88d3ea4e7dc0a5b1,ethereum-metrics-exporter-1-prysm-geth--68c760dc3a2b407eac3ad660140b2fb5,ethereum-metrics-exporter-2-prysm-geth--eebf0494ed2b4ffe809e8e18f2b6ff5c,ethereum-metrics-exporter-3-prysm-geth--14553e8704fe4f588c6ebe6c60c3bb3c,ethereum-metrics-exporter-4-prysm-geth--f5e454b870f84fb3bb90d571b0e5fddb,ethereum-metrics-exporter-5-prysm-geth--007c8e624aed4ce28bf9c5ab5cfb9bcd,grafana,grafana--1ff3f43a3c5348d1a32767d7ef644730,kurtosis-api--370b2d3d7fb440e4802a4d67666a056f,kurtosis-engine--0d03c887a3884be3a71cebaef692f0cc,kurtosis-logs-aggregator,kurtosis-logs-collector--370b2d3d7fb440e4802a4d67666a056f,kurtosis-reverse-proxy--0d03c887a3884be3a71cebaef692f0cc,portainer,prometheus,prometheus--291616b49c7c4dd9975fa8c327850266,validator-key-generation-cl-validator-keystore--62e032cb716e4c63a63448512b3df6d3,vc-1-geth-prysm--e2d8cc641b774641ae660e47d66e2d95,vc-2-geth-prysm--54eed6dc08414c9094e7d83c0b4848b3,vc-3-geth-prysm--4f92e7bb2774425d97385751e7ac7fd5,vc-4-geth-prysm--67a52ac5076f45759cf64d4b32736d10,vc-5-geth-prysm--0238c08c9e1640198876ec491e0ba143
1716571600,37.65690376569037,673.7826393789696,74011.39701822198,75592.99757013474,74672.62424690362,77303.21436488583,75764.9209336535,393.69318819436654,5580.407611755433,7314.856677818972,4598.590764153678,4915.488230555804,5572.711849660693,15253.429820594001,6342.992091388401,6600.678188580179,5584.393629326452,5824.301008671031,5657.1831855674645,3.9878838065767397,9.439050701186623,12.417108015488008,0.0,23527.528837622005,26672.82457790317,10.347813232530145,0.0,58338.52057632545,34840.39212167436,10.93188764696696,2234.0608002888803,2246.139103692644,2469.3120875725544,2517.5980742957518,2621.543703315424
1716571615,39.0081912773965,666.4490719585699,73706.9572729085,75475.67896670944,74566.3328021853,78355.30987371354,76877.74045261668,316.4173749243155,5379.448697651218,7053.190773989643,4637.658510448295,4379.108598474888,5358.348968105065,12174.891275406053,6303.090974534329,6366.876310272536,5548.880876250085,5839.028332809484,5665.141478294521,8.656649472976003,10.81319651329582,20.60448779614756,0.0,23382.49887235002,26003.184642451506,8.83105388234153,0.0,54455.73179840942,34330.1195002716,10.832320106112522,2115.273459736393,2443.211214044087,2308.276969710679,2488.0163952108724,2639.403089580325
1716571630,36.020430823895175,677.3390879263646,62861.60664323925,65260.59654631083,63185.46276996762,66457.01010465536,67625.26478828327,397.77259893335724,6456.986860795454,7780.555799455617,6091.455860158134,4764.575405023377,5512.911062126052,16940.141634171487,6141.953806216858,6215.401160576255,5332.1931589537235,5874.401967359715,5266.530485367912,13.330617418069892,7.794058700396384,17.32099015699259,0.0,19640.29313971636,21654.634856235665,7.0457976849521895,0.0,55922.68634486493,35446.79167307819,7.8646383389883825,2403.184513115343,2258.6503835916706,2350.208444207912,2425.3669281427706,2524.054517555736
1716571645,35.815226991697585,686.4402958152957,71010.28238182934,74978.45256398662,73197.65782499379,74471.99701184277,75816.51853359568,395.4615162358589,5782.372661403699,6863.520157325467,5859.952828089537,5068.2282625414755,5356.093670381284,17279.261427606394,4666.804762112424,4558.083058550931,4889.79097909791,4899.776494279581,4569.451859761524,8.925038469993405,7.7425063599159385,15.416469740958295,0.0,22862.23776223776,25262.344315873153,7.559395248380129,0.0,52571.070943652405,35302.908096966436,7.927340264093679,2371.2753018851536,2280.747056073726,2585.921554707605,2487.4215912842524,2608.583828966404
1716571660,40.30837508292728,669.3025141930252,74623.59023631415,79283.39628545247,75297.6569658362,77340.84335171292,78253.59672174958,394.49298967710695,6599.60508010591,6008.667176072481,6119.299975351244,5542.441847322377,5177.010431797174,17712.71482338004,6728.893373696602,6004.5838517451375,5957.344814576444,6620.877906462736,6076.591483061917,4.511411871902571,9.36204360037448,10.162780466344039,0.0,23363.135695084904,26802.575872365072,10.432789488882474,0.0,56270.19966835518,34974.084519553195,9.181331293037491,2711.113087166263,2168.2782248067256,2752.813002321843,2359.4523940561367,2289.737448997694
1716571675,43.971726090931384,645.323551377235,76353.27515740637,77954.72048864693,75756.86136523575,77065.19395366235,76970.47650783072,326.12130255419993,6572.331002855025,5774.49254695751,5716.190978401775,5210.950629059363,5344.899900549142,17868.481425924292,6367.0332582483115,6024.927611956546,7072.87050713934,6261.611289746338,6190.995753139966,0.0,15.635470180924726,15.385291661171921,0.0,22745.168793339566,26212.505814339827,16.28399283504315,0.0,57914.13869722839,34424.78157267673,15.366715693807215,2312.9582736981174,2092.7850944809056,2494.914506343078,2588.2858464996366,2339.780287792047
1716571690,43.116541609049484,661.0169491525425,65827.63322349734,66612.81703096938,64328.81481320307,67991.67189039133,67795.71428571429,404.89824685049774,6667.504455513412,5789.768683274022,5876.643706950532,5372.8234970674475,5635.283043649578,18162.247585601403,7212.327066735878,6226.047172744636,6917.003180905542,6375.225403527291,6104.112658728416,0.0,13.943914477324538,14.033055642179358,0.0,20096.711668056527,21933.744793143305,13.849806542384805,0.0,54259.243025269025,35485.364370711366,14.015884669291864,2516.7853052792307,2180.157825319116,2669.2048128579677,2436.0093143128433,2408.330234287839
1716571705,41.04219007190504,653.6481720806958,74393.13862860145,73639.87642159936,76197.69791359229,77434.12767818103,75837.7645987428,392.7445823461647,6180.586607636967,6637.423517632662,5742.901234567902,5357.52609059833,5754.26123818776,18615.051637002856,5369.906024942913,5160.307229321535,6120.818489877488,4787.5338514718505,5100.69304717192,0.0,10.894457166996466,10.873907061382095,0.0,23247.31964383064,25613.12830540865,10.29260402881929,0.0,54902.042536204564,35749.04851480817,10.739255265522607,2473.35833647722,2246.0074310670752,2590.7088246728003,2424.1765881637266,2648.631386861314
1716571720,38.657428650087176,667.3300981729543,75113.67099955177,75097.78610277358,78191.34090705788,80264.75861610996,79156.43395979592,395.62115841895104,5183.37842032906,6686.987880309498,4888.057415430397,5142.253740301892,5459.78223495702,14683.53834778517,7319.815606627472,6756.251957231691,5615.528614726332,6739.185806508278,6602.970061948239,0.0,4.6247357293868925,4.683318465655664,0.0,23849.252371747873,26982.493201788886,4.550083418196001,0.0,54870.748299319726,34999.93425810269,4.704090318534116,2615.488678450245,2362.953829894978,2744.3495952939097,2314.5055738592773,2678.0806638707954
1716571735,33.631554888003656,644.9319213313161,74358.70067563107,75654.0667419562,78726.51029592255,81542.11623485213,79375.2986251972,317.5297293679302,5536.661911554921,7498.885421310743,5707.4822404673905,5349.9143111265375,5482.328250240014,20364.012666817463,6902.420898547462,6899.398761762142,6712.292576419215,6822.7240398293025,6847.810687563644,0.0,6.038086391082211,1.5444356190980497,0.0,22762.0498432808,26251.112909753134,1.7413801681675705,0.0,55664.14186820102,35145.49751410162,1.529152194333399,2268.0301640224666,2134.27649540829,2619.835072292583,2322.7097036685427,2352.5441909316414
1716571750,29.92796770812426,682.8651493404416,63839.81888575366,66059.18816236753,63553.47430709654,68748.82193022201,66712.45303154946,397.0198454239704,5795.3659449816105,6721.938890644041,5848.411838818771,5774.767183077288,5584.523782572275,20369.342480399144,6573.817518735128,6292.991781311418,6301.162946130196,6362.1779620692,6186.645763872022,0.0,6.087227970032108,1.562779067690659,0.0,18977.96876363319,21487.396984043484,1.6101577954639557,0.0,57488.37155324482,34301.016949152545,1.6119375489338181,2276.63139329806,2299.5916709905923,2504.181546946341,2323.1749273078376,2363.212218578754
1716571765,30.690314727873414,662.6444895438101,72944.19183350299,77618.25799729544,73143.91193750987,76493.56570170907,73746.57594964762,377.3613257770908,6544.908434761168,6586.4686181549305,6413.595286612917,5896.179745897531,5300.678271176767,21176.13133216775,5196.020683453238,4896.0275727983735,5973.18970935651,4888.8094706276515,4950.394437759059,0.0,7.689031361384473,3.1710797526557792,0.0,22712.52872009731,25946.95859289117,2.999335861344988,0.0,52766.86619943335,35782.233891259166,3.1018744183985465,2413.1235576069585,2511.8941726536664,2519.7291722715454,2395.9534967555874,2392.597127178119
1716571780,33.97056800990235,715.1516548354384,74544.40895995712,77601.74848688635,74849.10708459314,75593.64541130878,74030.59626236402,386.12448724808274,5967.513119274216,6085.405665958239,5932.869018198158,5655.789052781232,5214.06476020919,15845.896294990966,6356.506985148297,5464.601275025166,6201.151091975818,5944.630909777946,6003.486189326897,0.0,3.084515731030228,4.653533361402264,0.0,22491.800725363242,26421.855060783128,4.321699045110306,0.0,54258.70189042957,35012.88030202087,4.739871346349171,2547.1596154279155,2602.25910967112,2390.3010185522007,2442.9373039367297,2436.294705469846
1716571795,31.517857142857142,683.8497818133733,74292.45455375902,74438.09086134454,76443.23473175122,77522.02536119825,75972.02351118604,313.3642598717067,6031.172265423661,7307.251824010613,6423.393628509719,5188.411367078878,5639.667183507677,21596.83326388737,6192.909903135919,5518.528965068344,6749.743566873301,5579.249285652438,5453.141687433251,0.0,1.548809629170723,3.1049013084941226,0.0,23357.461979331194,26243.144300954522,3.350885591191958,0.0,52448.1546572935,34765.99025611228,3.02748524100945,2560.6760189992265,2251.418574920941,2405.6418057357614,2261.630636471351,2238.7045813586096
1716571810,30.049261083743843,708.0114514223393,62014.949137549746,61887.932522219344,64007.74988408293,66374.16554671836,64377.49538101032,393.18581901642267,5586.735481594213,7435.94919482876,6122.749737236398,5781.012658227848,6155.806988352746,21565.58769760189,5943.96143772148,5123.430195251627,6586.673914028173,5604.981320049813,5161.325171047893,0.0,1.525353555163322,1.4990256333383298,0.0,19396.11173184357,21273.62623064579,1.6002194586686174,0.0,57152.889319671376,34373.18882178695,1.579850139929584,2335.864264879428,2227.502617917697,2529.5703014627575,2336.1892665705122,2402.026197755116
1716571825,62197.33969074462,658.2391304347826,72041.28861706656,73155.73843416371,73230.47941342357,77038.67802623798,74258.36944562948,64111.02782509938,6616.124507380937,6955.391014214543,5812.962673048107,5834.476267312089,6359.299016202407,23006.70701413667,4675.416675720897,3897.6421209923747,5317.48344370861,4627.949547940618,3601.9821254756216,247.46990054091776,2.481829462861195,0.9234016357400405,0.0,25829.598516499474,27992.296250249765,0.899665838402879,0.0,55353.0687050199,34855.60021199541,0.9373326191751473,3029.58307786634,2905.0413678985105,3083.1748114135785,3180.254367078774,3307.2573896917474
1716571840,62960.46280842617,651.4529167577015,73614.76627348187,75359.7168449749,74551.39276382799,76573.60519329869,75296.69125866311,63917.14984598659,6292.534722222223,6490.201224846895,5125.288645510325,6173.654284386824,5741.58731626144,17849.281752886625,5808.137448411986,4384.203268756923,6706.438460504502,5734.505464666349,5350.83458447408,252.34887431306507,2.4654940894181876,0.9405231099964171,0.0,25415.16008151995,29135.794168403598,0.8731990270067984,0.0,55654.74933147569,35176.2404957588,0.9312638580931263,2890.3380237578576,2989.6666229737407,3279.4999670452794,3330.7258100360013,3274.1748179909778
1716571855,61543.26594501643,655.6888211516798,75592.16532865592,76011.3352675258,76006.83775668981,77950.58100707894,77258.76904215952,63663.85852380521,7014.214402435476,7283.2901864380965,6476.758637832463,6223.854931999375,6579.156506818386,23841.405867426434,5649.137624466572,4129.828048042858,6506.524344236829,5159.697677003445,5109.227789986727,256.9857379174677,0.9587508845618281,0.9301913536498937,0.0,24509.886821907116,28172.114492689605,0.9273775088873678,0.0,53493.445915304386,35090.08298846044,0.9126070140367651,3011.8317761237918,2741.0411701685725,3246.736466919135,3060.9908173676454,3305.3228136459607
1716571870,27.75716841967442,662.4523379490266,62240.28022539869,63004.522820674516,64777.72818567284,66154.48288072948,66245.60883927553,381.3836202170815,6417.066284228925,8467.083153813011,6954.98237393532,6485.537513122334,6586.650848053432,23543.120417036193,5677.196115637906,4136.97621491365,6482.498991619235,5006.653359946774,5093.708676065177,4.880429477794046,0.0,0.0,0.0,18825.077197407907,21607.81880235805,0.0,0.0,54721.349506197395,34685.45887426441,0.0,2502.190704187181,2151.054481546573,2533.5941563581264,2476.8444376192874,2227.2491685742666
1716571885,28.602909761417553,669.1486997110469,71235.84175493686,75148.29593051452,72619.6102367354,77213.36206896552,75915.59613085535,383.25092570009537,6136.61022881393,8187.20845400482,7106.295008973398,6300.086962338617,6676.661701530557,24393.9353842761,5221.978993919292,4221.599859968493,5243.79097953507,4988.93998878295,4551.613189544224,6.226053639846744,0.0,1.5909452487556535,0.0,22389.639739442548,24926.566158289756,0.0,0.0,54508.892802113136,36064.03637881417,0.0,2452.80697830463,2269.891901470849,2471.4531346442113,2467.556569179859,2414.114193067788
1716571900,29.18184240916763,677.303310905336,72335.24206142634,77138.80275043819,74753.29491131664,75382.71271203624,76197.94724644079,381.93525228277207,5624.585164588752,6729.475370444534,6063.155555555555,5658.5679701642275,6261.980487385568,19283.484573502723,5565.624359470724,5883.715813329227,5488.788430830128,4717.106001121705,5503.003307012215,5.75710299061724,95.24451939291735,2.5289588366789353,0.0,23701.012204035527,26597.281862853604,0.9135002283750572,0.0,53641.848273471696,35273.134527948656,0.9424013283371103,2526.9258793137715,2431.685855623167,2285.4150884541687,2560.1704418030945,2271.2226617560136
1716571915,29.293086920658983,665.6073291544295,75711.245921228,79053.36607983106,74979.82625697083,78299.58301911902,75884.02262130893,303.48819228135284,5806.17604114455,6593.093928802013,6122.909566905144,5480.905978404003,7102.966879798227,23428.29901704842,6760.357487705745,6687.897381174691,6684.91019028988,5986.783365953423,5720.321708689679,6.723291723627887,114.36123348017622,2.512055624088819,0.0,23756.142938173565,25948.389498346798,0.9613623878410549,0.0,55572.93560478531,35098.37687154354,0.9217196655474357,2288.4514664804474,2404.379300298079,2525.495135510772,2243.4869968262665,2418.740616042586
1716571930,29.90880408004495,672.7406220798291,63751.2447899065,66132.22849083216,64832.59149357072,67359.12043091792,66042.80319857839,411.23348017621146,6044.376686336016,7051.710941017559,6916.370106761566,5909.407286568788,7059.049860806193,26355.795932992918,6340.825374418245,6454.159402798266,6380.25682891311,5643.218612395119,5368.224670478882,4.373775570641031,119.37115764161432,0.9279717189571366,0.0,19498.982345913897,22049.41950980828,2.522295288712729,0.0,54003.48925962273,34132.71983640082,2.4700615309970666,2413.1983255528526,2357.248587063784,2452.764584232893,2320.102181175084,2502.399755661241
1716571945,29.353222948883392,668.7855169470587,71227.16016330903,74454.66025655228,73158.46825098003,79247.0695099269,74298.23688480258,411.6646039603961,6173.248212013514,6867.181947405828,6751.697464546627,6572.097669256382,6811.210659315415,25882.88600789143,6402.500490934084,5125.393135512101,6463.093528310919,5923.348979369063,3987.531115637022,2.4090473110124697,24.79338842975207,0.0,0.0,23029.176395910315,25407.25662929347,1.5452879754519966,0.0,54731.14239618096,35362.498071115224,1.5171218032076288,2438.5504668741664,2421.638627337231,2530.821458882387,2453.901639344262,2498.29441091577
1716571960,38.50953824211089,691.6580131533403,71888.01507864293,74701.07731579631,75698.4255767038,78434.69101123595,74466.6431733586,424.9903673987444,7567.217636982493,6427.233526478912,6740.953750299545,6599.358690844759,5609.673740468257,23139.325047547434,6393.123673210338,6176.497175141243,6563.631886458777,5898.2073973224415,5090.608756937714,0.0,13.47684917493217,8.741139971466746,1.6547949152910986,22906.762896458775,26544.978914372055,16.119046566134525,1.541137359371216,54129.231038174934,34948.89737533387,10.228343277555965,2434.406895487512,2473.2526791881114,2346.595570139459,2557.7126022337525,2630.0157356412274
1716571975,38.85066774585189,678.8627991593031,73189.61278426553,75764.54725769428,77483.38273601005,79219.35858495624,76855.53518221408,321.21734007115504,7860.081379403369,6267.3217268970375,6334.672109560179,6747.109634551495,6495.766391663047,23884.581536566046,6834.099704074664,6270.683893963021,6839.686791675253,5956.222680778363,5411.862953098903,0.0,14.331210191082802,18.563183736755967,1.6583526753651867,23197.897674837375,26184.036477731883,16.041721679429628,1.622548792360113,55105.949361455976,36141.85556368016,10.316975497183195,2521.941386261436,2636.5205079421266,2474.3517474633595,2462.51932859736,2404.108356207533
1716571990,38.75221457244735,661.7349051053537,62975.57600650135,65980.25001683237,67559.11091052691,67426.48218671833,65284.403462381626,396.80452803280156,7583.80971154478,7187.442886754186,6133.133522467283,6539.657044611348,6816.756481050274,28591.59875737247,5894.864984506419,6542.123242092188,6612.999310912042,6678.947726191286,5752.5514106514565,0.0,12.281677605962845,20.773431405327088,1.7067258487963333,19477.62328430277,22302.974526779828,17.22996927440321,1.467013161203789,55612.72000718391,34875.58334263704,10.182662676968425,2427.8751565015205,2425.932161537253,2263.1949796322797,2426.7574821263447,2477.0266054637013
1716572005,29.41563280873263,669.1338267653531,71178.6587806288,74773.93641249886,75016.47705852351,75800.52026880554,74946.3319001047,384.64977978492703,6449.8741332862255,7340.607759387791,6163.308781869689,6589.267514512341,6800.994137708134,28040.095215216963,4198.815219867851,5603.599609894493,5637.1251615202955,4837.613075885254,4587.465219176208,0.0,5.687117541345344,11.864922421661088,0.0,22987.50112399964,25889.09339857691,1.6624709067591317,0.0,55791.18899074304,35312.83183866506,6.0054114696759715,2524.2097112143574,2434.8482493727934,2352.795907567472,2435.2336085058564,2470.7417977478376
1716572020,29.6679488880046,669.8938786361522,72198.71620395573,73601.18119744438,74705.521869538,75776.82942966785,74523.17483446546,369.7777197222041,6057.131451129988,7395.587709896392,5725.204608481951,5896.337094751925,6214.423508299687,25262.860410389498,4971.520035323987,6635.6354775388645,6905.388159460102,5069.334761076161,4746.531625371216,0.0,4.612893925617085,3.2018296169239564,0.0,23693.258601209596,26235.07422138184,1.4555435415453715,0.0,55791.90686362817,34287.63993075592,6.033949252939617,2284.4779515089335,2220.585320737266,2272.7621887849623,2404.4662261054686,2557.8668683812407
1716572035,29.588799470841142,666.4220917822838,75061.88718552569,71816.13009559388,74985.31577772817,75845.67982168612,76833.63435681316,296.96877446290335,7031.156206603056,7649.386969751208,6048.054970630611,5884.746975558487,6405.217505012641,25191.80776273255,5195.46723082463,6026.647685566208,7014.536136245096,4323.013415892673,4678.40860117495,0.0,4.5537141230816385,1.5512809148125166,0.0,22690.042627609575,25613.400935355567,1.4702793530770846,0.0,56018.06670435274,36048.51330203444,6.137589928057553,2448.5920811306505,2405.8707124010557,2594.7857810205987,2481.2429280181036,2311.0253879967704
