timestamp,beacon-metrics-gazer--e7d3d1b423014ee5a3d5f213061bd9b7,cadvisor,cl-1-prysm-geth--1602b089b3554faabfdd6b7e6678ac4c,cl-2-prysm-geth--d9843c17ce45455cab1a10d84dc8b306,cl-3-prysm-geth--173228f84efa4936b86c0128b52f40c8,cl-4-prysm-geth--41d076642b854b249a6c74a82cfbc88d,cl-5-prysm-geth--1ad1d6068ae0453b87327c5c519e5799,dora--fea04be8155341049ae44a229caade91,el-1-geth-prysm--367c9d704dff496d9814c0ab6cc507da,el-2-geth-prysm--5540b55ba59c404a950fd9b1403c3f27,el-3-geth-prysm--7500a0b6c80e4a68a56d5b97cc0b7411,el-4-geth-prysm--9e704a36409e495aa99ffe36cb63eb55,el-5-geth-prysm--f14512f12774480297105e47431cf968,el-forkmon--934ad11f00614e9397c1cd5fccb88972,ethereum-metrics-exporter-1-prysm-geth--536f809392594c2a9672509dedb9536a,ethereum-metrics-exporter-2-prysm-geth--4545a585ec7049ab9d5f50c1e6afc307,ethereum-metrics-exporter-3-prysm-geth--2640fbb79054430ba669eb445773a634,ethereum-metrics-exporter-4-prysm-geth--00231386c26a4dbcaf045147e3c3f2af,ethereum-metrics-exporter-5-prysm-geth--d67e275be273439fac04cf4ea8e735be,grafana--59dd93c8cfba43acb6dea7c5eefa6b69,helpers-grafana-1,kurtosis-api--12b76d53e3a3431880ce75ba5b5db142,kurtosis-engine--5c811456292d47799b9e2a915ff09c5c,kurtosis-logs-aggregator,kurtosis-logs-collector--12b76d53e3a3431880ce75ba5b5db142,kurtosis-reverse-proxy--5c811456292d47799b9e2a915ff09c5c,portainer,prometheus,prometheus--e4a5aa36e27b4a0c84ef39c56de88dcb,validator-key-generation-cl-validator-keystore--290d50834a8e4a5e8de7169613053c0b,vc-1-geth-prysm--5600c4c96a844bb4b9a2cc80c03f3569,vc-2-geth-prysm--1577d5d38f0f4a0887cb1fb88044cb26,vc-3-geth-prysm--635c4c189aaa4a0cbfae01aa58960591,vc-4-geth-prysm--5ed42ae8a86e41e2884f11e25330b785,vc-5-geth-prysm--02383982044149879109c61bead94905
1716975932,78.50964723630993,20675.162786272507,32569.077972378338,32919.12004834162,33572.698229285386,34737.20772506082,32001.311016696483,75.62793704328274,5453.498951718237,6339.743818167206,7544.3834986818365,6982.2557372759375,7740.861048468529,2674.3928288038087,465.9716679413197,427.01679099225896,417.93596344331223,417.8660982722571,484.7950131969647,40.28898982730068,3.9588644374583213,0.0,0.0,215.90547177365542,11423.87057977883,0.0,0.0,326.9222987574284,457.58333333333337,0.0,2686.208009641873,2772.9020567160137,2726.099526627219,2852.4639494909425,2374.62418633035
1716975947,120.11950962145634,32873.31519239395,46801.56468965668,45500.12623387797,45146.20546804363,44501.21199648884,44604.8267171199,133.3798098489346,8952.362943679227,9762.038621335942,10986.543153358269,10051.57478594363,10579.582039734798,4058.4625979025614,663.48262875893,637.024177129765,675.7584935475376,531.6307571907656,683.5558014195008,65.10681207051091,7.3170688421593955,0.0,0.0,357.27183634084383,16403.346965799446,0.0,0.0,494.8199603557984,670.2465200140296,0.0,4224.51254189821,4558.000308337304,4139.721669467317,4249.794697335392,3808.888181566566
1716975962,157.74467332684998,46724.03202062821,71638.30256026087,70750.3946988059,69814.97063721623,71146.13564316649,68852.12610295747,163.41517363415176,12635.312154758414,14289.46666073573,15270.310712085206,13588.051422030465,14920.654258319231,7159.767626789185,886.8034533019396,881.010888923958,877.192587422035,769.1462649089768,869.7256923211322,82.96688503993538,7.341721766435948,0.0,0.0,474.2207719140318,23865.802583432524,0.0,0.0,668.3540129449839,890.4730031236055,0.0,5757.3199209628165,5884.40286186021,5697.043509352165,5752.031727455952,5409.234988647349
1716975977,162.01695029561856,51824.77778997037,69887.55468066492,67082.80954683312,67772.10264714481,68746.78632589798,67115.92788877309,157.47822626995006,13708.526961858834,14094.700068543127,14608.1601066231,14385.714602702643,14049.249467144347,7388.3188283214995,839.9479935653054,867.4288276171262,876.1388660995725,756.9108461101647,831.3743316665584,1732.064712902798,6.316844191770677,0.0,0.0,473.07666644425166,24771.651033603495,0.0,0.0,707.5150102267479,957.0226855787731,0.0,5472.574770996578,5640.9719592863985,5536.421962290504,5611.103633916555,5429.693533084747
1716975992,163.4203306047482,53829.223265566594,71771.56125608136,70454.76217249522,72491.93767551408,72117.52843612635,69176.828089767,146.41285111403548,14827.657684335209,13758.398809393533,13946.587404460732,14954.810269587757,14564.025714533926,7520.439865000782,866.7436803479206,872.0278933753235,856.5603903482387,853.8113392638172,865.1770621126087,1767.7213470939707,6.757357517560239,0.0,0.0,454.0200388280187,25110.409228234,0.0,0.0,710.5025307302964,1228.6113451900474,0.0,5066.833713994279,5050.627669775957,5083.440364940875,5333.9369955507855,5228.941166201116
1716976007,162.61281588447653,52089.78232582758,58947.16212665324,56623.393710802164,59554.064557425016,59214.26687763713,60677.15427729273,166.7801973236063,13852.877697841728,12895.257401260831,13194.010860427601,15286.25565109476,13298.54642801832,5811.620185922975,841.7896678966789,831.6168558817716,860.1075760545284,851.4051681223697,888.1977884786874,1746.5413148573084,14.225772432517331,0.0,0.0,467.6703887419968,21696.446589164287,0.0,1.5019525382997896,719.5587999725395,1227.2727272727273,0.0,5005.380443069684,5075.639353683606,4913.12925320861,5423.094561129964,5363.215655163295
1716976022,156.86748576829243,53422.22121732839,69516.32966983972,67341.77385682538,59683.20722755506,69164.89825094376,69364.56247662216,169.58169847708982,14878.76085962506,14725.212969983497,14414.75649533236,15203.381480237374,14365.712150847197,8021.072710951525,878.8746894653209,863.7661906343408,882.1317750447328,879.5971108607779,898.8334858188472,82.0820382611741,13.541294243832677,0.0,0.0,479.35021415414656,22328.60864573674,0.0,1.5885984023238926,682.0518526760876,1157.156567639489,0.0,5510.204974514908,5598.442615697725,5222.3246610150445,5684.615890988085,5765.570608190506
1716976037,154.94670111374046,50888.97500484402,68412.2968818621,65630.73689919327,66271.87990141161,68111.1987900309,67641.41447881176,158.5054080629302,14898.395132489746,14104.203406478113,15009.811102972188,15201.534905639208,15271.880306576713,8027.094941549219,837.7015240947933,832.1225382932166,852.9709769662037,837.9191462263115,850.1136515576948,1799.8735308868102,10.832587287376903,0.0,0.0,476.94352159468434,23899.61650760448,0.0,1.5681354869060686,679.6785304247991,1257.4776510653553,0.0,5562.899262899262,5619.497351515834,5355.643312680148,5495.6297045275805,5909.696638923
1716976052,157.86679643433828,53183.88555233147,70970.65273915304,68153.70048224076,69507.37154322604,69838.59031229798,69497.71511489399,147.55211516262648,15160.148578259754,14372.17587373168,15132.853070514662,15267.341139024667,16052.671606440537,8384.757949267596,861.0778177298353,879.5387859893636,871.2522045855379,924.794207645563,867.0768287609746,1812.0456447988722,2.4785889747051146,0.0,0.0,460.6085302906819,25791.885748398505,0.0,0.0,659.3532217996351,1265.348755387457,0.0,5410.631425711946,5475.816905815565,5141.6723647352055,4833.092656852814,5584.936617818933
1716976067,161.82205695628514,51716.463281284174,59578.89085255363,58360.70322422514,68627.76415442374,55929.35290193462,61670.773670773684,164.8713808586406,14924.227361141126,13528.968910859656,14679.164518948475,13746.316393153344,15737.63440860215,6721.007813185848,841.904511377088,824.2153443766346,859.1509331005129,905.0094310654912,896.3537626066719,1850.0717523518827,1.5363005881836536,0.0,0.0,480.79646017699116,23067.21079551638,0.0,0.0,708.4462407569007,1243.8743739000947,0.0,5391.756566070372,5343.975009415778,5267.739072553806,4659.593511908661,5668.871065037199
1716976082,162.47040611910398,53815.481609613984,68762.32893532472,67311.92461351397,70482.96983352657,67951.843098041,63571.30106419499,165.39765963659235,15106.443574225705,15120.063750664069,15443.907391467477,15972.299229922994,16320.450206455624,8927.045858190264,872.6489463282481,870.6286638366688,875.1175557159415,951.4145822717504,909.3253211955426,80.09883198562444,0.0,0.0,0.0,501.97103146892533,23830.509600690984,0.0,0.0,713.7830045179014,899.1747637428456,0.0,5075.1777237729675,5765.37488526205,5734.36914600551,5286.259879023356,5811.257630727119
1716976097,157.56706038194062,53030.146927074,66636.98123360463,65853.20113573915,67117.78107097831,65275.88184685975,69025.58362647904,152.7799582838047,15670.021327645962,15082.500330265535,14728.614595334884,15431.796265451037,15149.740565498641,8956.59745781879,832.2576322665653,797.8997510014075,855.7510029537539,840.012586815311,847.5771320788612,62.282001595805305,0.0,0.0,0.0,495.6714664810545,23854.366153778425,0.0,0.0,712.6778038729118,894.4926767844123,0.0,5526.516388979636,5469.014959825987,5816.436525612472,5407.2428096084595,5546.354716303299
1716976112,239.0361865754559,51773.26432112516,132358.75712430957,68143.38283325349,71322.24796186574,70536.2674267029,130011.36664606692,214.38522380010784,15779.532631391889,13660.41810642709,14642.072281816401,16034.79716337048,15252.407566638005,8565.994581871475,894.5711503182118,865.7408429558652,867.1059979895007,877.1960762702525,836.7098513172768,108.35204604416926,0.0,0.0,0.0,565.6182212581344,27608.82068795075,0.0,0.0,695.3908682116913,916.122607059865,0.0,5979.358805445762,5942.041271611823,5871.740708957686,5923.044732726913,5499.6439591739845
1716976127,240.07656001914003,51826.46217036989,123847.25973881013,59674.59498272225,59744.9602932193,59770.349716854704,129189.79717001798,227.3289499381551,13678.119942259744,12410.55570210147,12856.989590942292,11530.901967689395,12461.627374435697,4743.901349298543,871.7464269043544,883.4114928085802,872.6502811820851,783.1661715102641,832.6787117046347,115.10807185734075,0.0,0.0,0.0,599.8822734308574,24634.13380989612,0.0,0.0,693.7749710014176,895.7257760740954,0.0,6701.329112551766,5784.988858416181,5836.384588624109,5817.400290224704,5565.389113214625
1716976142,252.35482395976226,52243.23907001367,136017.66862493925,71310.14063656551,73267.96483809946,72521.04186129276,129959.39306986654,230.87323218232933,12931.482522198494,11642.278813099329,12332.559816158247,9897.41759957183,11516.315161161958,2585.1259443053677,878.3513587203489,930.654788821561,868.9676575558068,804.9725972463574,867.8826116899562,113.81195900024352,0.0,0.0,0.0,629.1183425289945,25078.65809509182,0.0,0.0,732.6087441694378,880.6881117616474,0.0,6656.603178891441,6349.716823986674,6284.242396854806,6158.573876081628,6225.247195495055
