timestamp,ethereum-metrics-exporter-1-prysm-geth,ethereum-metrics-exporter-2-prysm-geth,ethereum-metrics-exporter-3-prysm-geth,ethereum-metrics-exporter-4-prysm-geth,ethereum-metrics-exporter-5-prysm-geth
1716975902,0.0,0.0,0.0,0.0,0.0
1716975917,0.0,0.0,0.0,0.0,0.0
1716975932,0.0,0.0,0.0,0.0,0.0
1716975947,0.0,0.0,0.0,0.0,0.0
1716975962,0.0,0.0,0.0,0.0,0.0
1716975977,0.0,0.0,0.0,0.0,0.0
1716975992,0.0,0.0,0.0,0.0,0.0
1716976007,0.0,0.0,0.0,0.0,0.0
1716976022,0.0,0.0,0.0,0.0,0.0
1716976037,0.0,0.0,0.0,0.0,0.0
1716976052,0.0,0.0,0.0,0.0,0.0
1716976067,0.0,0.0,0.0,0.0,0.0
1716976082,0.0,0.0,0.0,0.0,0.0
1716976097,0.0,0.0,0.0,0.0,0.0
1716976112,0.0,0.0,0.0,0.0,0.0
1716976127,0.0,0.0,0.0,0.0,0.0
1716976142,0.0,0.0,0.0,0.0,0.0
1716976157,0.0,0.0,0.0,0.0,0.0
1716976172,0.0,0.0,0.0,0.0,0.0
1716976187,0.0,0.0,0.0,0.0,0.0
1716976202,0.0,0.0,0.0,0.0,0.0
1716976217,0.0,0.0,0.0,0.0,0.0
1716976232,210098.0,210098.0,210098.0,210098.0,1615922.0
1716976247,1615922.0,1023071.0,1615922.0,1615922.0,1023071.0
1716976262,1023071.0,257158.0,1023071.0,257158.0,257158.0
1716976277,257158.0,1911898.0,1911898.0,1911898.0,1911898.0
1716976292,129849.0,129849.0,129849.0,129849.0,93558.0
1716976307,93558.0,257830.0,93558.0,93558.0,257830.0
1716976322,257830.0,76520.0,257830.0,76520.0,76520.0
1716976337,76520.0,48658.0,48658.0,48658.0,48658.0
1716976352,0.0,0.0,0.0,0.0,0.0
1716976367,0.0,0.0,0.0,0.0,0.0
1716976382,0.0,0.0,0.0,0.0,0.0
1716976397,0.0,0.0,0.0,0.0,0.0
1716976412,0.0,0.0,0.0,0.0,0.0
1716976427,0.0,0.0,0.0,0.0,0.0
1716976442,0.0,0.0,0.0,0.0,0.0
1716976457,0.0,0.0,0.0,0.0,0.0
1716976472,336651.0,336651.0,336651.0,336651.0,43797.0
1716976487,43797.0,0.0,43797.0,43797.0,0.0
1716976502,0.0,0.0,0.0,0.0,0.0
1716976517,0.0,0.0,0.0,0.0,0.0
1716976532,0.0,0.0,0.0,0.0,0.0
1716976547,0.0,0.0,0.0,0.0,0.0
