timestamp,beacon-metrics-gazer--e7d3d1b423014ee5a3d5f213061bd9b7,cadvisor,cl-1-prysm-geth--1602b089b3554faabfdd6b7e6678ac4c,cl-2-prysm-geth--d9843c17ce45455cab1a10d84dc8b306,cl-3-prysm-geth--173228f84efa4936b86c0128b52f40c8,cl-4-prysm-geth--41d076642b854b249a6c74a82cfbc88d,cl-5-prysm-geth--1ad1d6068ae0453b87327c5c519e5799,dora--fea04be8155341049ae44a229caade91,el-1-geth-prysm--367c9d704dff496d9814c0ab6cc507da,el-2-geth-prysm--5540b55ba59c404a950fd9b1403c3f27,el-3-geth-prysm--7500a0b6c80e4a68a56d5b97cc0b7411,el-4-geth-prysm--9e704a36409e495aa99ffe36cb63eb55,el-5-geth-prysm--f14512f12774480297105e47431cf968,el-forkmon--934ad11f00614e9397c1cd5fccb88972,ethereum-metrics-exporter-1-prysm-geth--536f809392594c2a9672509dedb9536a,ethereum-metrics-exporter-2-prysm-geth--4545a585ec7049ab9d5f50c1e6afc307,ethereum-metrics-exporter-3-prysm-geth--2640fbb79054430ba669eb445773a634,ethereum-metrics-exporter-4-prysm-geth--00231386c26a4dbcaf045147e3c3f2af,ethereum-metrics-exporter-5-prysm-geth--d67e275be273439fac04cf4ea8e735be,grafana--59dd93c8cfba43acb6dea7c5eefa6b69,helpers-grafana-1,kurtosis-api--12b76d53e3a3431880ce75ba5b5db142,kurtosis-engine--5c811456292d47799b9e2a915ff09c5c,kurtosis-logs-aggregator,kurtosis-logs-collector--12b76d53e3a3431880ce75ba5b5db142,kurtosis-reverse-proxy--5c811456292d47799b9e2a915ff09c5c,portainer,prometheus,prometheus--e4a5aa36e27b4a0c84ef39c56de88dcb,validator-key-generation-cl-validator-keystore--290d50834a8e4a5e8de7169613053c0b,vc-1-geth-prysm--5600c4c96a844bb4b9a2cc80c03f3569,vc-2-geth-prysm--1577d5d38f0f4a0887cb1fb88044cb26,vc-3-geth-prysm--635c4c189aaa4a0cbfae01aa58960591,vc-4-geth-prysm--5ed42ae8a86e41e2884f11e25330b785,vc-5-geth-prysm--02383982044149879109c61bead94905
1716975932,0.0018777633155721042,13.033645395854569,7.213408212651948,7.133369229555542,8.14491726921616,7.879165200729972,6.472026704763824,0.030769036191464497,0.9680266269197811,1.2154370815825093,1.5745300326071896,1.414552233416198,1.5796778696286329,0.8391421237519033,0.174825922964611,0.1695736680741262,0.0834588274068269,0.10073232447452357,0.1082719286264156,0.11884899822569187,0.019037896303705826,0.04472403373142602,0.0,0.5265683277725882,0.17689642311743028,0.0005799999999981746,0.003586553864168327,2.4543995715153963,0.4234220370370364,0.0010384184650595592,1.1128331883608815,1.047709767288586,1.2247868378002067,1.185124851029133,1.026291602251153
1716975947,0.003367789529950042,18.84801078423649,9.77073049914282,9.636610467860478,10.376610703767547,9.754518968228831,9.11411392778348,0.039038301366624846,2.0532693406065823,2.123790591429769,2.6335660023987644,2.176448048762693,2.283885502669644,1.1800917249103942,0.21722603027911608,0.2373565006606781,0.1886889649723464,0.1417844409201202,0.2250518070653678,0.2333928966238424,0.03472327634682689,0.07180386099034892,0.0703659649055836,0.8830075806034815,0.2742275950935059,0.1932198583836189,0.026334723520804997,2.436998052978313,0.6345246174755574,0.0018471738118201542,1.87758015899268,1.903464445531804,1.9114080120988062,1.8879823492308663,1.8098783247993326
1716975962,0.005057024135797008,25.700689839930348,12.715412241660426,12.935634075292954,13.666572442808308,13.630664821181421,12.61067042078661,0.061917717319177154,2.7751403512727464,3.1359859436857795,3.6332739195493344,2.894534207977457,3.341764241398755,1.8560788125110452,0.27203273909631126,0.3218590075974482,0.24290603679268646,0.2543538696081067,0.28406132611164503,0.25225253522390817,0.04925366533247824,0.09475537895378515,0.08104365386573018,1.231058850005624,0.3695102058810558,0.15011391946851718,0.02346934235116116,2.7476125330979695,0.7998103525211966,0.00284221203034017,2.588065834381174,2.4663621353880028,2.5784531497910557,2.537821554732026,2.520605624620641
1716975977,0.0051727626284198405,27.562710413694724,12.491146106736672,11.301533998505542,12.354575714639154,13.018852832151898,12.178133800474535,0.05721296255360542,3.1542086804033356,3.098759590510091,3.4308562092908237,3.3983824084141347,3.1492653394403893,1.7217397110868733,0.2309504396306661,0.2877897332436677,0.25598255537803866,0.26787961385576375,0.2806221183193715,0.5893272333465938,0.08467620727961854,0.09635763745685835,0.060728655586302895,1.3256199817619714,0.39922365904744495,0.1414605019604727,0.021771162869699965,1.7185642965536967,0.7641818425880363,0.0029015362363307906,2.4976426442997477,2.5306109267466956,2.4497293994413423,2.5992934051143988,2.5264633850362936
1716975992,0.004514636856307097,27.76836539338135,12.310922158337007,11.884581131226817,13.485841108796084,13.352145737979795,12.820607752603886,0.06247220583564006,3.1515295779139403,2.712869055174976,3.0892727841594754,3.576408302505367,3.3899139953088366,1.7029279631657763,0.27892543263568004,0.2813721741086492,0.23067308335004366,0.2681470581677924,0.26088162628407957,0.5486759913090716,0.08730105805992698,0.09833591502544903,0.0001982500352957268,1.3415348224845463,0.4081410784582991,0.0063005355455216065,0.005641314084536243,1.8941522053506867,0.7711846365370111,0.0027705396316340908,2.3010178060624864,2.233948653125271,2.291886265999383,2.417235674201264,2.3247577688547505
1716976007,0.004496841155234676,25.25689522087202,12.149918980467726,10.878044822595529,12.791393105340157,12.70647415611814,12.777900096018563,0.04628095541541239,3.0120233812949646,2.472894344077876,3.042916865471568,3.984227905327542,3.112577711896287,1.3979858344400182,0.27573361447900163,0.24143261819539316,0.22805252498856693,0.242225188939675,0.2723047084002139,0.6434847505959421,0.09084075661363786,0.13367762331644287,0.0,1.3541572886392965,0.40254661109892576,0.006528998242530212,0.08297644080161361,1.801592713792078,0.7970829722209536,0.0023720487686150152,2.3666586795042166,2.48468645697487,2.448600181765789,2.7368958084930775,2.4402023006743354
1716976022,0.004998131744950213,24.90127747128516,11.742252045388657,12.16054504231486,12.511471485036685,12.65681640494114,12.762199388325374,0.04808804947795429,3.1076680384087756,3.0218433611346507,3.4212079631087673,3.4194580674056687,3.201718568006504,1.8392504488330332,0.2925762628410284,0.23642200819218392,0.2299902606962468,0.23965277317606515,0.276459286367795,0.26484481022632955,0.09290311047550935,0.13556771240370644,0.08065040650406517,1.2958212201238308,0.3905550404027023,0.007798863514526528,0.08880265068990559,1.8395126293535098,0.7471055271997561,0.0024630103459783496,2.5269441953054925,2.570993717370146,2.5449911178071116,2.661744892809339,2.60949424624731
1716976037,0.0064132346236512715,24.762220930482886,12.727938076416356,11.737488983797686,11.623903204122785,12.832075140834249,13.098096065201418,0.04109909319348852,3.3870794938494826,2.8675268433154044,3.5029899447293076,3.4666898548122904,3.5078112809215662,1.9092319458101186,0.24548057439873097,0.23305470459518596,0.21420980343593052,0.25123081314916895,0.24659936711681607,0.3924031312008012,0.27004923903312456,0.1347923604975197,0.0,1.3277962347729806,0.3953523336383837,0.006005711420660561,0.08729810255606092,1.7275434955400515,0.8691954383527899,0.002430745398213799,2.5586084431538962,2.656244787557763,2.5586346201856505,2.6717604763509746,2.733112748442259
1716976052,0.006408016102988336,25.688573228063067,12.576361663162174,12.775716204611001,12.459999563814021,12.056637168141584,12.859578108418335,0.04637287521785372,3.41722739304927,3.0917204058624583,3.34095861047886,3.1042469023530765,3.70969774668086,1.8953420864594486,0.23888888888888882,0.2592953420135702,0.21931551804969537,0.21775632461319686,0.22676198191491692,0.5415605586641381,0.2650408303273065,0.09639152308445856,0.0,1.2975957620211898,0.4134847197667202,0.006838909231504478,0.006541767006163956,1.7677314397520165,0.8560669364060169,0.0024651637525513934,2.401214630151945,2.350299494881765,2.261049473939606,2.1565618466711194,2.4709768048188434
1716976067,0.0055981316887357135,24.187595678607362,11.870763517594705,11.767922636422396,12.169445107528064,10.628772515010002,12.812440892440874,0.04644887306186552,3.421787335206397,2.5705367468650153,3.155762981555768,2.771669313569792,3.65101254480287,1.4243920639101055,0.23642421851023734,0.2358042720139495,0.22329586380006555,0.23299337632144623,0.2404632605563559,0.6451197011457579,0.22543016416469142,0.09270165316764781,0.5921216970020222,1.2751261061946897,0.3929524431385352,0.13733941432796734,0.00530983335567188,1.7130804207045423,0.8383646947339917,0.002376887721601927,2.5861031453411614,2.54262799920243,2.5031928111826067,2.4131442792586264,2.6531133403337916
