timestamp,beacon-metrics-gazer--1d085c0e3a0442b4a9ea5b7fded4a940,cadvisor,cl-1-prysm-geth--281cae6a1de54b17a7e93fc69e1fb584,cl-2-prysm-geth--9e5fff65ac404cf188ee4aecafd6938d,cl-3-prysm-geth--e2fa3dfa54724de2a216210c9a6aaaaf,cl-4-prysm-geth--e5f6c84f95864b62bf703d1fc1eb2317,cl-5-prysm-geth--e5d9a4f47c5943fea91694bde5f20eb1,dora--9943d72ad251431eb6fb33c0b6739f33,el-1-geth-prysm--ffecab9c8fa543d6adaa51f5d35a213c,el-2-geth-prysm--8633305d09784723aa04f4b66c467264,el-3-geth-prysm--e24e56fb1c8340c5a97a3c0655352dc2,el-4-geth-prysm--8d6843a6c1354af6b2d7632683f9756f,el-5-geth-prysm--001ce20020f74de4aa542f837decc2ae,el-forkmon--e2566cf8b7e949579d43ad368c58c1c2,ethereum-metrics-exporter-1-prysm-geth--d04ba5caaa464ff887d751f2497a2544,ethereum-metrics-exporter-2-prysm-geth--13f33f0edb4345d182f6f94bd23910d7,ethereum-metrics-exporter-3-prysm-geth--0d8c2ceef0754942a6e8138fafc98326,ethereum-metrics-exporter-4-prysm-geth--00e2cf241b1149c882b474a9d7aaeb0a,ethereum-metrics-exporter-5-prysm-geth--a4c2019fb8124f8a999874562440f62f,grafana--d652ea8a10184dc5a28851407774d8ea,helpers-grafana-1,kurtosis-api--6315bc785aa84b48824e307dcb7e4b74,kurtosis-engine--f91740d5a8a541d88661bee106dac019,kurtosis-logs-aggregator,kurtosis-logs-collector--6315bc785aa84b48824e307dcb7e4b74,kurtosis-reverse-proxy--f91740d5a8a541d88661bee106dac019,portainer,prometheus,prometheus--1b7bc418fadc4c16b1db60d937c88ca8,validator-key-generation-cl-validator-keystore--bb5e8255cc9640f79496fa26f5b29c7a,vc-1-geth-prysm--24176288ee1e42a0a3ce22426afc0d7f,vc-2-geth-prysm--9db0a1514fb04d2bbedcc729f6df68cf,vc-3-geth-prysm--a2b90fcb984f4e57aba5ca78b13b9edf,vc-4-geth-prysm--28b952348d4d4b318471cd51df362b1f,vc-5-geth-prysm--6d15c14d845f4d9eb3ebc4c289a7b93c
1716892073,0.004393792860910851,27.440721957701253,12.697937510970677,12.00003334370692,12.643573290116288,11.884758412989402,12.932593749999999,0.03937961791919055,4.264921395619649,4.768198133524771,4.732927859811419,4.386663174208192,5.120514785430941,0.9270796770796772,0.24999565481880606,0.25831874298540963,0.25501014377701336,0.29416129532416346,0.24172290858539425,0.39073585327667043,0.4360364915366014,0.12377103004777819,0.07825019198656999,1.08812764806635,0.32195691609977267,0.004194311641705742,0.005550848378196539,3.63927688707102,0.8403071567072101,0.002441583422588548,2.244015566315216,2.182518039753862,2.2212932752315675,2.2450824824955014,2.281836192534558
1716892088,0.004802446321717714,26.946897167075612,12.547718592964818,11.35662909521513,13.55306250419904,10.940195291599784,12.689155145929329,0.05435700404315683,4.17696960399728,4.692596324447462,4.810416485144206,4.357720972803354,5.002903175764026,1.08160407383832,0.21064648762138036,0.24217823971693933,0.2840917705290853,0.24630982787340375,0.2514318747776594,0.27184967993195835,0.09055659085296022,0.08544251814690582,0.06533033572008853,1.0763894638227411,0.32765910397594145,0.00493035953912435,0.006784299764140131,1.8250536880891546,0.7934943992971667,0.002478286571779445,2.398422893341836,2.271330752534179,2.5855821811230157,2.444521309725062,2.2252533195533513
1716892103,0.004481759493027446,25.46895354750271,12.213809084568835,11.263083003952573,13.47140516726073,11.849362807677661,11.897755616536159,0.051507702023049745,4.51863949787836,4.763774150199372,5.181077991931867,4.555368015759309,4.545608183233261,1.1134608173978253,0.21543482057102942,0.22524402558061263,0.31989674777267074,0.24026037069726378,0.26731280536302704,0.27830670508119404,0.13324402215517647,0.08803751706847426,0.06959187446828351,1.1201131585320216,0.3584717825564891,0.025187179957971886,0.006790318932368127,1.7375343680709519,0.66420217023926,0.0026352160692896757,2.31841272731411,2.3962536984716727,2.6092069179051656,2.322091842491253,2.4607840603123323
1716892118,0.004154942361804482,22.821247369004098,11.934052299208398,11.40850437922043,11.477217368281709,11.45487879267108,11.12514063368538,0.05624308394119377,5.291613865076412,4.903795687817315,4.835330257679753,5.460824304702337,4.980067152387642,1.0730939530785324,0.21583280983577105,0.21752781046694927,0.3162615443100246,0.18744840238495616,0.23754665502564673,0.39859643659496913,0.10375539824584865,0.09084678119035135,0.0010531279471861638,1.234567846835136,0.4005562246797334,0.030114639485884276,0.006076191748491487,1.7506113576668794,1.5388756839178401,0.002808305558057828,2.418267296422639,2.6627070193747473,2.4208464194231007,2.60204723340723,2.5350101191814707
1716892133,0.004574821420446788,23.84873296972146,12.71114571169067,13.938076766947816,12.891471433984972,13.697657202184816,12.422009720097211,0.05720977367413576,6.3806805829765505,4.943368463359088,4.943710391140957,6.054598167952703,5.381432001066993,1.1095439019489652,0.23515721877767934,0.2266780445083203,0.3161187909253261,0.22964854648546473,0.2521506356221804,0.40732821395471897,0.10139163244922873,0.1418649245245157,0.10399883018132162,1.3774756622141735,0.41480004455831515,0.026917616888767,0.005631733594515501,1.5567287515953887,1.6266853684396545,0.0027740569502663548,2.305709900571658,2.5285955777943068,2.122553748772236,2.3796715304297926,2.3427779122741357
1716892148,0.005305239179954468,25.322685681688533,12.785693588058896,14.177061972991131,12.72358173731506,13.394288622483607,12.545283757338552,0.05953525287711093,6.319691259112142,4.9499668449670695,5.202162029496419,6.305432213312123,5.523602553551173,1.2876387611849929,0.2633860852634202,0.2532731078550182,0.2844250863113614,0.26985054799070085,0.26008546820274453,0.32618499458288164,0.1369319300702359,0.1413711999648307,0.11560269905327432,1.359620522573927,0.4110200992721534,0.023639018799561325,0.01406919331807941,1.663586121494255,1.606061200043559,0.0026541578194735223,2.570974285153438,2.7701971251668223,2.155193514182202,2.571323609566792,2.39853777969214
1716892163,0.004134974861415517,24.56291930015843,12.103073338322337,13.375052438969965,12.54151552624348,12.578508879980294,11.731054036024018,0.05497660982602891,5.297870729208424,4.356253212075166,5.060815394506398,5.656779287226529,5.174232933914305,1.0898704175434708,0.24234521113179242,0.24842887712580275,0.25334430546412146,0.23872103386809307,0.26357823815198456,0.216874041621029,0.14390362511052165,0.1712358301844856,0.09114867631004386,1.2393160452336602,0.3856121994657172,0.004317940443637249,0.01455239292441415,1.622868685094516,0.8090465592050544,0.002549772181446376,2.4763980880846694,2.74878273255177,2.3047487738173245,2.537918771819504,2.3995403764954277
1716892178,0.004071571626647896,24.09411185682326,11.86046922300706,12.049526716886653,11.934625621782017,11.318209304378529,10.613797906374458,0.042011379363370696,5.394956115987113,4.367086797175288,4.956429713359302,5.263764198042255,4.684888462461023,1.3099995660852208,0.2330751891445536,0.2226528679653675,0.276417976046588,0.24491700892705598,0.2676283639654392,0.4158350145707238,0.14175632840751823,0.12826234861886082,0.24421271459227467,1.212132182512528,0.37180763953436896,0.006461502457288953,0.01668838195349207,1.6488734446810895,0.8137801018919585,0.002617789118745659,2.5963098953552417,2.5523121767335852,2.4831903789425938,2.465374625814402,2.492361711083053
1716892193,0.003642064640617453,24.23150630741505,12.428805362485104,12.74157914687716,12.787663084339481,12.453681922351048,10.880108882393616,0.03629342327150081,5.704291696500251,4.679847757296806,4.732453464208342,4.810970732993501,4.3213116607134765,1.4896987453313353,0.24703851261620194,0.20653254972875218,0.31970222671175724,0.23760032928586108,0.2648238995094267,0.38459524768425396,0.06134233304928918,0.1285450155526056,0.31108801503459665,1.1639682091594092,0.36959942128583023,0.004722779986070473,0.005756250700751173,1.6176648279485162,0.8289470114838586,0.0029522215184143736,2.265704370123123,2.267400008998064,2.2451711560680567,2.4338195777351244,2.2220979363102655
1716892208,0.004093502341998355,24.89896729390681,12.110921137470255,11.822986602952481,13.191338114934442,12.983380307095674,10.624324202355693,0.033821589725789566,6.836614759647927,5.265384442446043,5.462197802197808,5.348191098773175,4.376518100863649,1.8264703255481636,0.2606982872200263,0.24975980264866254,0.32316461061413876,0.2611455178337323,0.2399673699759687,0.39270508474576377,0.05688917897011161,0.09861634934339057,0.3512060269011894,1.2255034745275082,0.3983252165098387,0.003967500000001678,0.006489264715148601,1.6815634315998682,0.855837429194859,0.002837997635001892,2.301886792452828,2.2456149877816975,2.4270123704155426,2.4298568784143755,2.3714320393706
