timestamp,ethereum-metrics-exporter-1-prysm-geth,ethereum-metrics-exporter-2-prysm-geth,ethereum-metrics-exporter-3-prysm-geth,ethereum-metrics-exporter-4-prysm-geth,ethereum-metrics-exporter-5-prysm-geth
1716892073,0.0,0.0,0.0,0.0,0.0
1716892088,0.0,0.0,0.0,0.0,0.0
1716892103,0.0,0.0,0.0,0.0,0.0
1716892118,0.0,0.0,0.0,0.0,0.0
1716892133,0.0,0.0,0.0,0.0,0.0
1716892148,0.0,0.0,0.0,0.0,0.0
1716892163,0.0,0.0,0.0,0.0,0.0
1716892178,0.0,0.0,0.0,0.0,0.0
1716892193,0.0,0.0,0.0,0.0,0.0
1716892208,0.0,0.0,0.0,0.0,0.0
1716892223,0.0,0.0,0.0,0.0,0.0
1716892238,0.0,0.0,0.0,0.0,0.0
1716892253,0.0,0.0,0.0,0.0,0.0
1716892268,0.0,0.0,0.0,0.0,0.0
1716892283,0.0,0.0,0.0,0.0,0.0
1716892298,0.0,0.0,0.0,0.0,0.0
1716892313,0.0,0.0,0.0,0.0,0.0
1716892328,0.0,0.0,0.0,0.0,0.0
1716892343,0.0,0.0,0.0,0.0,0.0
1716892358,0.0,0.0,0.0,0.0,0.0
1716892373,0.0,0.0,0.0,0.0,0.0
1716892388,0.0,0.0,0.0,0.0,0.0
1716892403,308391.0,0.0,0.0,0.0,0.0
1716892418,43609.0,308391.0,308391.0,308391.0,308391.0
1716892433,0.0,43609.0,0.0,43609.0,43609.0
1716892448,0.0,0.0,0.0,0.0,0.0
1716892463,0.0,0.0,0.0,0.0,0.0
1716892478,0.0,0.0,0.0,0.0,0.0
1716892493,0.0,0.0,0.0,0.0,0.0
1716892508,0.0,0.0,0.0,0.0,0.0
1716892523,0.0,0.0,0.0,0.0,0.0
1716892538,0.0,0.0,0.0,0.0,0.0
1716892553,295266.0,0.0,295266.0,0.0,0.0
1716892568,0.0,0.0,0.0,0.0,0.0
1716892583,0.0,0.0,0.0,0.0,0.0
1716892598,0.0,0.0,0.0,0.0,0.0
1716892613,58166.0,0.0,58166.0,0.0,0.0
1716892628,0.0,58166.0,0.0,0.0,0.0
1716892643,0.0,0.0,0.0,0.0,0.0
1716892658,0.0,0.0,0.0,0.0,0.0
1716892673,0.0,0.0,0.0,0.0,0.0
1716892688,0.0,0.0,0.0,0.0,0.0
