timestamp,ethereum-metrics-exporter-1-prysm-geth,ethereum-metrics-exporter-2-prysm-geth,ethereum-metrics-exporter-3-prysm-geth,ethereum-metrics-exporter-4-prysm-geth,ethereum-metrics-exporter-5-prysm-geth
1716638050,0.0,0.0,0.0,0.0,0.0
1716638065,0.0,0.0,0.0,0.0,0.0
1716638080,0.0,0.0,0.0,0.0,0.0
1716638095,0.0,0.0,0.0,0.0,0.0
1716638110,0.0,0.0,0.0,0.0,0.0
1716638125,0.0,0.0,0.0,0.0,0.0
1716638140,0.0,0.0,0.0,0.0,0.0
1716638155,0.0,0.0,0.0,0.0,0.0
1716638170,0.0,0.0,0.0,0.0,0.0
1716638185,0.0,0.0,0.0,0.0,0.0
1716638200,0.0,0.0,0.0,0.0,0.0
1716638215,0.0,0.0,0.0,0.0,0.0
1716638230,0.0,0.0,0.0,0.0,0.0
1716638245,0.0,0.0,0.0,0.0,0.0
1716638260,0.0,0.0,0.0,0.0,0.0
1716638275,0.0,0.0,0.0,0.0,0.0
1716638290,0.0,0.0,0.0,0.0,0.0
1716638305,0.0,0.0,0.0,0.0,0.0
1716638320,0.0,0.0,0.0,0.0,0.0
1716638335,0.0,0.0,0.0,0.0,0.0
1716638350,0.0,0.0,0.0,0.0,0.0
1716638365,0.0,0.0,0.0,0.0,0.0
1716638380,0.0,0.0,0.0,0.0,0.0
1716638395,308391.0,0.0,308391.0,308391.0,308391.0
1716638410,43609.0,43609.0,0.0,0.0,43609.0
1716638425,0.0,0.0,0.0,0.0,0.0
1716638440,0.0,0.0,0.0,0.0,0.0
1716638455,0.0,0.0,0.0,0.0,0.0
1716638470,0.0,0.0,0.0,0.0,0.0
1716638485,0.0,0.0,0.0,0.0,0.0
1716638500,0.0,0.0,0.0,0.0,0.0
1716638515,0.0,0.0,0.0,0.0,0.0
1716638530,0.0,0.0,0.0,295266.0,0.0
1716638545,295266.0,295266.0,0.0,0.0,295266.0
1716638560,0.0,0.0,0.0,0.0,0.0
1716638575,0.0,0.0,0.0,0.0,0.0
1716638590,0.0,0.0,58166.0,58166.0,0.0
1716638605,58166.0,58166.0,0.0,0.0,58166.0
1716638620,0.0,0.0,0.0,0.0,0.0
1716638635,0.0,0.0,0.0,0.0,0.0
1716638650,0.0,0.0,0.0,0.0,0.0
1716638665,0.0,0.0,0.0,0.0,0.0
