timestamp,grafana--d0d53c19779146e38b8fdd465197be4a,prometheus--02b4ba062c6449aaa83af2289d4581a8,dora--83efb46d635b48fbab0a776f1d432787,beacon-metrics-gazer--e279876f5d7b447a809644c7d8e1d31a,el-forkmon--296a44d8d71144319de7afa6c1f7f44f,vc-5-geth-prysm--6e1c04a42d4042aba438013b75ab88d8,ethereum-metrics-exporter-5-prysm-geth--15cf2cb52a214a1cba25b24323711da5,vc-4-geth-prysm--3a4427e12a1c45f7853e297364915401,ethereum-metrics-exporter-4-prysm-geth--6d071479aad7453daa385c7b0aa6e86f,vc-3-geth-prysm--689af2249dd64389a53d3e93b2314937,ethereum-metrics-exporter-3-prysm-geth--ad3a07c7c1194f4dbc76b4f7b31afb8f,vc-2-geth-prysm--ab9a770aaf694ae68bd6a4b720544624,ethereum-metrics-exporter-2-prysm-geth--45869df02b50441c9678be27708ece24,vc-1-geth-prysm--d2131392290f47afbf2f1bf22856ddb3,ethereum-metrics-exporter-1-prysm-geth--74ba6663bd464dc18ff3328ee650fe0b,cl-5-prysm-geth--84bb1b5e9a6c480b8ad71034b4a29874,cl-4-prysm-geth--f8f5f6e9c5c54cdd92b101a71f6ee5f1,cl-3-prysm-geth--0aa0aaec98f644f49188614afeeed982,cl-2-prysm-geth--5b43dbb1138f405187bb1f285c9d0ffb,cl-1-prysm-geth--10fb289d593f43fd8a6b29394d684cbf,el-5-geth-prysm--8810fc63c683432ebffe4d828c42c0af,el-4-geth-prysm--44e3bac3c9734c17b63a5e87048a0579,el-3-geth-prysm--cba74686a05a471aa73f369be9289b6c,el-2-geth-prysm--aac25400748348689c07778cc82cdb4c,el-1-geth-prysm--5643f7789bc645de97a0a757e4bed33a,validator-key-generation-cl-validator-keystore--a6311fa7ad014983bcebb6cc6a1fd313,kurtosis-api--a393fd3081894d068684cb7ac205bbfe,kurtosis-logs-collector--a393fd3081894d068684cb7ac205bbfe,kurtosis-engine--c7df69c45c1149ada0b9cda29031c282,kurtosis-reverse-proxy--c7df69c45c1149ada0b9cda29031c282,kurtosis-logs-aggregator,helpers-grafana-1,prometheus,cadvisor,portainer
1716638245,146000.0,44500.0,20600.0,15900.0,18100.0,1650.0,512.0,2110.0,487.0,2190.0,1190.0,1960.0,844.0,22100.0,5150.0,1940.0,3060.0,2690.0,1850.0,26900.0,1340.0,1840.0,1280.0,1090.0,20000.0,8740.0,36800.0,17800.0,34800.0,91200.0,34500.0,153000.0,115000.0,54700.0,48300.0
1716638260,146000.0,44700.0,20600.0,15900.0,18100.0,1680.0,512.0,2120.0,487.0,2190.0,1190.0,2040.0,844.0,22100.0,5150.0,1950.0,3060.0,2700.0,1860.0,26900.0,1340.0,1840.0,1280.0,1090.0,20000.0,8740.0,36800.0,17800.0,34800.0,91200.0,34500.0,153000.0,115000.0,54700.0,48300.0
1716638275,146000.0,44700.0,20600.0,15900.0,18500.0,1680.0,512.0,2120.0,487.0,2260.0,1190.0,2050.0,844.0,22100.0,5150.0,1950.0,3070.0,2700.0,1900.0,26900.0,1340.0,1840.0,1280.0,1090.0,20000.0,8740.0,36800.0,17800.0,35200.0,91200.0,34500.0,153000.0,115000.0,54700.0,48300.0
1716638290,146000.0,44700.0,20600.0,15900.0,18500.0,1690.0,512.0,2130.0,487.0,2270.0,1190.0,2060.0,844.0,22200.0,5150.0,1950.0,3070.0,2700.0,2080.0,26900.0,1340.0,1840.0,1280.0,1090.0,20000.0,8740.0,36800.0,17800.0,35200.0,91200.0,34500.0,153000.0,115000.0,54700.0,48300.0
1716638305,146000.0,44700.0,20600.0,15900.0,18500.0,1700.0,512.0,2130.0,487.0,2340.0,1190.0,2060.0,844.0,22200.0,5150.0,1950.0,3080.0,2710.0,2090.0,26900.0,1340.0,1840.0,1280.0,1110.0,20000.0,8740.0,36800.0,17800.0,35200.0,91200.0,34500.0,154000.0,115000.0,54700.0,48300.0
1716638320,146000.0,44700.0,20600.0,15900.0,18600.0,1790.0,512.0,2190.0,487.0,2370.0,1190.0,2130.0,844.0,22300.0,5150.0,1950.0,3110.0,2710.0,2110.0,27000.0,1340.0,1840.0,1290.0,1110.0,20300.0,8740.0,36800.0,17800.0,35200.0,91200.0,34600.0,154000.0,115000.0,54700.0,48300.0
1716638335,162000.0,44700.0,20900.0,15900.0,19000.0,1820.0,729.0,2470.0,610.0,2370.0,1240.0,2300.0,913.0,22400.0,5170.0,2020.0,3450.0,2860.0,2200.0,29700.0,1440.0,1950.0,1300.0,1310.0,20400.0,8740.0,36800.0,17800.0,35200.0,91700.0,34600.0,154000.0,115000.0,56100.0,48300.0
1716638350,162000.0,44700.0,24100.0,15900.0,19200.0,1920.0,770.0,2470.0,610.0,2380.0,1240.0,2490.0,938.0,22600.0,5170.0,2020.0,3470.0,3050.0,2260.0,29700.0,1440.0,1950.0,1300.0,1310.0,20400.0,8740.0,36800.0,17800.0,35800.0,91700.0,34600.0,154000.0,115000.0,56900.0,48300.0
1716638365,162000.0,44800.0,29200.0,16100.000000000002,19500.0,1970.0,836.0,2570.0,741.0,2560.0,1450.0,2490.0,1070.0,22700.0,5310.0,3430.0,3880.0,3580.0,2870.0,30100.0,1650.0,1950.0,1530.0,1310.0,20500.0,8740.0,36800.0,17800.0,35800.0,91700.0,34800.0,154000.0,115000.0,58700.0,48300.0
1716638380,165000.0,44800.0,29200.0,16100.000000000002,20400.0,1990.0,836.0,2590.0,741.0,2560.0,1450.0,2540.0,1070.0,22700.0,5310.0,3430.0,3890.0,3590.0,2920.0,30200.0,1650.0,1950.0,1610.0,1310.0,20500.0,8740.0,41100.0,17800.0,36500.0,91700.0,34800.0,154000.0,115000.0,58800.0,48300.0
1716638395,165000.0,44900.0,29200.0,16100.000000000002,20400.0,2100.0,836.0,2600.0,741.0,2570.0,1640.0,2550.0,1110.0,22700.0,5310.0,3430.0,3890.0,3600.0,2920.0,30300.0,1650.0,1950.0,1610.0,1310.0,21100.0,8740.0,41100.0,17800.0,36500.0,91700.0,34800.0,154000.0,115000.0,58900.0,48600.0
1716638410,165000.0,44900.0,29200.0,16100.000000000002,20600.0,2230.0,836.0,2610.0,741.0,2570.0,1640.0,2560.0,1110.0,22700.0,5310.0,3430.0,3900.0,3610.0,2930.0,30300.0,1650.0,1950.0,1610.0,1310.0,21100.0,8740.0,41100.0,17800.0,36500.0,91700.0,34800.0,154000.0,115000.0,58900.0,48600.0
1716638425,165000.0,44900.0,29200.0,16100.000000000002,20600.0,2240.0,836.0,2620.0,741.0,2580.0,1640.0,2570.0,1110.0,22800.0,5310.0,3430.0,3900.0,3610.0,2930.0,30300.0,1650.0,1950.0,1660.0,1310.0,21100.0,8740.0,41100.0,17800.0,36500.0,91700.0,34800.0,154000.0,115000.0,59000.0,48600.0
1716638440,165000.0,44900.0,29200.0,16100.000000000002,20700.0,2260.0,836.0,2630.0,774.0,2660.0,1640.0,2640.0,1110.0,22800.0,5310.0,3430.0,3900.0,3610.0,2930.0,30500.0,1650.0,1950.0,1720.0,1310.0,21100.0,8740.0,41100.0,17800.0,36500.0,91700.0,34800.0,154000.0,115000.0,59100.0,48600.0
1716638455,165000.0,44900.0,29200.0,16100.000000000002,20700.0,2340.0,836.0,2680.0,774.0,2740.0,1640.0,2650.0,1110.0,22800.0,5310.0,3440.0,3930.0,3610.0,2990.0,30500.0,1830.0,2150.0,1770.0,1590.0,21500.0,8740.0,41100.0,17800.0,36500.0,91700.0,34800.0,154000.0,115000.0,59200.0,48600.0
1716638470,165000.0,44900.0,29200.0,16100.000000000002,20700.0,2360.0,836.0,2700.0,786.0,2780.0,1640.0,2650.0,1180.0,23100.0,5310.0,3450.0,3940.0,3620.0,3000.0,30500.0,1840.0,2150.0,1830.0,1590.0,21500.0,8740.0,41100.0,17800.0,36500.0,91700.0,34800.0,154000.0,116000.0,60200.0,48600.0
1716638485,165000.0,45300.0,29200.0,16100.000000000002,20700.0,2360.0,836.0,2710.0,786.0,2790.0,1640.0,2650.0,1180.0,23100.0,5310.0,3450.0,3960.0,3620.0,3010.0,30500.0,1840.0,2150.0,1830.0,1630.0,21500.0,8740.0,41100.0,17800.0,36700.0,91700.0,34800.0,154000.0,116000.0,60200.0,48600.0
1716638500,165000.0,45300.0,29200.0,16100.000000000002,20700.0,2390.0,836.0,2730.0,786.0,2800.0,1640.0,2660.0,1220.0,23100.0,5310.0,3450.0,3970.0,3620.0,3020.0,30600.0,1840.0,2270.0,1830.0,1710.0,21500.0,8740.0,41100.0,17800.0,36700.0,91700.0,36600.0,154000.0,116000.0,60300.0,48600.0
1716638515,165000.0,45300.0,29200.0,16100.000000000002,20700.0,2400.0,836.0,2740.0,786.0,2810.0,1640.0,2670.0,1220.0,23200.0,5310.0,3450.0,3970.0,3620.0,3030.0,30600.0,1840.0,2270.0,1830.0,1800.0,21500.0,8740.0,41100.0,17800.0,36700.0,91700.0,36700.0,154000.0,116000.0,60300.0,48600.0
1716638530,165000.0,45400.0,29200.0,16100.000000000002,20700.0,2400.0,836.0,2790.0,786.0,2820.0,1640.0,2680.0,1220.0,23300.0,5310.0,3460.0,3980.0,3640.0,3040.0,30600.0,1870.0,2270.0,1830.0,1800.0,21500.0,8740.0,41100.0,17800.0,36800.0,91700.0,36700.0,154000.0,116000.0,60600.0,48600.0
1716638545,165000.0,45400.0,29300.0,16100.000000000002,20700.0,2420.0,836.0,2840.0,786.0,2830.0,1640.0,2690.0,1220.0,23300.0,5310.0,3460.0,3990.0,3640.0,3040.0,30600.0,1870.0,2270.0,1830.0,1800.0,21500.0,8740.0,41100.0,17800.0,36800.0,91800.0,36700.0,154000.0,116000.0,60600.0,48600.0
1716638560,165000.0,45400.0,29300.0,16100.000000000002,20800.0,2420.0,836.0,2840.0,786.0,2830.0,1640.0,2700.0,1220.0,23300.0,5310.0,3530.0,4000.0,3650.0,3060.0,30600.0,1870.0,2270.0,1830.0,1800.0,21500.0,8740.0,41100.0,17800.0,36800.0,91800.0,36700.0,154000.0,116000.0,60600.0,48600.0
1716638575,166000.0,45500.0,29300.0,16100.000000000002,20800.0,2500.0,836.0,2930.0,786.0,2890.0,1640.0,2790.0,1220.0,23400.0,5310.0,3560.0,4019.9999999999995,3680.0,3110.0,30600.0,1910.0,2270.0,1870.0,1800.0,21500.0,8740.0,41100.0,17800.0,36800.0,91800.0,36700.0,154000.0,116000.0,62300.0,48600.0
