timestamp,ethereum-metrics-exporter-1-prysm-geth,ethereum-metrics-exporter-2-prysm-geth,ethereum-metrics-exporter-3-prysm-geth,ethereum-metrics-exporter-4-prysm-geth,ethereum-metrics-exporter-5-prysm-geth
1716903809,0.0,0.0,0.0,0.0,0.0
1716903824,0.0,0.0,0.0,0.0,0.0
1716903839,0.0,0.0,0.0,0.0,0.0
1716903854,0.0,0.0,0.0,0.0,0.0
1716903869,0.0,0.0,0.0,0.0,0.0
1716903884,0.0,0.0,0.0,0.0,0.0
1716903899,0.0,0.0,0.0,0.0,0.0
1716903914,0.0,0.0,0.0,0.0,0.0
1716903929,0.0,0.0,0.0,0.0,0.0
1716903944,0.0,0.0,0.0,0.0,0.0
1716903959,0.0,0.0,0.0,0.0,0.0
1716903974,0.0,0.0,0.0,0.0,0.0
1716903989,0.0,0.0,0.0,0.0,0.0
1716904004,0.0,0.0,0.0,0.0,0.0
1716904019,0.0,0.0,0.0,0.0,0.0
1716904034,0.0,0.0,0.0,0.0,0.0
1716904049,0.0,0.0,0.0,0.0,0.0
1716904064,0.0,0.0,0.0,0.0,0.0
1716904079,0.0,0.0,0.0,0.0,0.0
1716904094,0.0,0.0,0.0,0.0,0.0
1716904109,0.0,0.0,0.0,0.0,0.0
1716904124,0.0,0.0,0.0,0.0,0.0
1716904139,0.0,0.0,0.0,0.0,0.0
1716904154,210098.0,210098.0,210098.0,210098.0,210098.0
1716904169,1615922.0,1615922.0,1615922.0,1615922.0,1023071.0
1716904184,257158.0,257158.0,257158.0,257158.0,257158.0
1716904199,1911898.0,1911898.0,1911898.0,1911898.0,1911898.0
1716904214,129849.0,129849.0,129849.0,129849.0,129849.0
1716904229,93558.0,93558.0,93558.0,93558.0,257830.0
1716904244,76520.0,76520.0,76520.0,76520.0,76520.0
1716904259,48658.0,48658.0,48658.0,48658.0,48658.0
1716904274,0.0,0.0,0.0,0.0,0.0
1716904289,0.0,0.0,0.0,0.0,0.0
1716904304,0.0,0.0,0.0,0.0,0.0
1716904319,0.0,0.0,0.0,0.0,0.0
1716904334,0.0,0.0,0.0,0.0,0.0
1716904349,0.0,0.0,0.0,0.0,0.0
1716904364,0.0,0.0,0.0,0.0,0.0
1716904379,0.0,0.0,0.0,0.0,0.0
1716904394,0.0,0.0,0.0,0.0,0.0
1716904409,0.0,0.0,0.0,0.0,0.0
1716904424,0.0,0.0,0.0,0.0,0.0
1716904439,0.0,0.0,0.0,0.0,0.0
1716904454,0.0,0.0,0.0,0.0,0.0
