timestamp,beacon-metrics-gazer--9d316b6e9aa74b72999d2169c29fc931,cadvisor,cl-1-prysm-geth--41ea38c7ab484187aea4c001cfa85877,cl-2-prysm-geth--d4c7c550a22a4d72b6264e330cb9b544,cl-3-prysm-geth--5fa5e7027a8b48fe88a976b0d51f82cb,cl-4-prysm-geth--bf9b7cede1f74f37acb6b8f89ab25109,cl-5-prysm-geth--dadda985c88241988107c85787072a24,dora--ae41b9d83a724f4b8ced839ed55c3b18,el-1-geth-prysm--5edb3644f0d74ccb9237f94347013eb1,el-2-geth-prysm--28409563920c4702898404d9d502cf24,el-3-geth-prysm--34913541bf98469ea24f3b200a50eab9,el-4-geth-prysm--4d2adf113d5c415e8650d956a1d49669,el-5-geth-prysm--c69e01da5b54418399a3651466ef90e8,el-forkmon--d48c4eced8d1413ebd8bea77b2309ebe,ethereum-metrics-exporter-1-prysm-geth--332d8a1bb09d4d78a250774250625f9a,ethereum-metrics-exporter-2-prysm-geth--d752acdfa1164b5288105ff1762acec1,ethereum-metrics-exporter-3-prysm-geth--25c16c673a574df7a29e911e6a76a203,ethereum-metrics-exporter-4-prysm-geth--320445e439ac41529158d60cb2a9123d,ethereum-metrics-exporter-5-prysm-geth--c24ef082a93e4045af11f64e6d84592f,grafana--ad5738e121764c40a3c41014f1ef2631,helpers-grafana-1,kurtosis-api--5eb1669ce9fd4d51b8babb50c04e274a,kurtosis-engine--c86de4a013f447ea8b744e42a7ef18a6,kurtosis-logs-aggregator,kurtosis-logs-collector--5eb1669ce9fd4d51b8babb50c04e274a,kurtosis-reverse-proxy--c86de4a013f447ea8b744e42a7ef18a6,portainer,prometheus,prometheus--92c8439a09ae413a94601b6ded969af2,validator-key-generation-cl-validator-keystore--9c56e625a65248fcb655039c4474c6af,vc-1-geth-prysm--db6030ba0fa3465084a9062e7ddae2a5,vc-2-geth-prysm--da5a52f2c828426095c8ce10fe8fedfa,vc-3-geth-prysm--3543e76cba0d496d846503171238c578,vc-4-geth-prysm--d03e06aa07c249018118389ef402ba55,vc-5-geth-prysm--ad729c42abfd432cbccbae2b791e019d
1716903809,42.55412297791302,632.6828418347344,73910.5446942906,71404.5199487474,74700.58791849924,75547.15007843821,71745.62196118927,401.7044697944871,10947.784144965373,8140.889760482999,7733.903757651579,8266.406670252823,8312.036772306406,9746.376337758016,4109.792686503191,5833.943413289695,4841.131105398457,4879.101123595506,5305.783148240715,15.214979509588607,0.0,15.379685998077537,0.0,22572.198562682992,25411.64605222326,16.49255390086686,0.0,54992.261179549656,31972.06541218638,17.587558751543245,2508.7657084598504,2303.11941794101,2555.7700705601137,2480.9266163499137,2225.1795890739972
1716903824,44.10328279610991,627.8746983835495,74058.53648050217,72931.84608220802,74689.6382036415,74768.2712126417,70672.97080999115,390.296080780421,11874.267822530832,8752.181979171059,7471.215163617909,8234.439701853857,8422.297868741542,12580.698442661635,5196.96399447999,5944.105625815839,5728.8022404136145,6241.439634757749,6197.12187711006,27.084484884561416,0.0,14.347631146315946,0.0,23332.16034271726,25241.913123844733,18.50990015231004,1.509076014314664,51676.67196608373,33912.14921065667,12.56076950362009,2497.611064543168,2411.0099955243923,2209.8643966291656,2366.3733991602844,2332.1661255066747
1716903839,52611.364386106274,623.732523339438,72524.1108298921,76557.91607898449,77346.76568915613,77528.4556378887,73338.52354314408,65192.74738498565,11197.72842332328,8864.683827899958,7953.620434407936,7771.1745840418425,7497.960379527169,10693.502793908183,5228.114959728886,5510.65674775227,5860.966625739479,6429.685590489944,5931.904105324022,26.01597239121297,0.0,12.769176009966186,6.799619379906431,25007.11947087389,28164.112091655057,17.769341596725134,1.5399168444903977,53987.01672122445,33179.65281477535,11.040767596223356,3007.3581247796965,3027.0944185942963,2921.989101418581,2967.9529829230432,2818.6999890386937
1716903854,51785.89493183817,646.2527062508638,63097.32290404318,67655.7903061801,64816.90263180752,66471.24600638977,62772.165877845386,63035.04892105616,11981.495073508153,9122.90069570612,9218.942440975301,7866.791954717319,7853.674627259534,11438.427199350679,5670.548867932728,5886.926030315808,6351.775850211859,6510.875200036063,5933.620380337281,234.65037577462314,0.0,22.53780004813899,6.775308641975308,21524.548489068682,24610.843101893595,29.57414102924939,1.6470975787665594,53908.62316440323,33956.15558256642,18.212104386451973,2964.088095706756,3020.772700006665,2954.7875824127846,2919.6234450296984,2978.5507246376815
1716903869,52807.40211178876,657.0260206063098,74899.25120716602,77770.33760186263,76691.95338125479,77707.23835869064,73916.4265129683,64731.33575001146,11216.301605639781,8899.042073628852,9327.187901462732,8551.797136418474,8624.739547159328,12369.08669405743,4611.480391225905,3930.839344110212,4688.4338682899825,4847.302112200461,4419.1750278706795,231.80208655148647,0.0,29.435928734067275,8.617991361141833,25388.784833257192,29349.556478248564,25.44486139692531,3.186525549106635,55793.315501908866,33667.91273023857,14.86971519134853,3289.1515108626418,3056.9620253164558,3178.7748298374772,3095.1735737980657,3126.4744125568864
1716903884,42.13359216447543,666.7929574325831,76980.54128583183,74749.64378877223,75600.74764730173,76901.63716225208,73171.65432995778,397.1824341710267,11785.547103569339,8191.11111111111,9099.929534043866,9128.324140095969,8717.361630927746,12478.309406327446,6066.117920730071,5458.305859598225,4989.177925657054,5942.589683163132,6474.271921315617,1636.0579064587973,0.0,27.343494472427555,1.453096132688435,22761.683717157146,26617.800231460875,22.443837020585974,3.10077519379845,52970.29444975245,33741.2045186159,18.494491236557955,2505.170262078802,2308.42997323818,2439.3792434529582,2429.8308422088962,2561.2542537676227
1716903899,29.2507012154401,637.4750659545717,76150.12665605595,73640.14895794769,78188.96179253704,78942.69185573533,76946.94770687268,302.44343093837443,10842.69178539866,7955.200253284786,8291.933954985341,9038.990318730384,9478.77503588762,12739.947213165657,6307.065523217863,5953.738039646568,4905.6240197176785,5821.880870814455,6692.1212929616295,3599.407879754042,0.0,14.693731716576226,1.5574384907825836,23821.070991709326,25720.686367969494,7.37500286296695,4.391927219491791,54062.84764542937,34192.12440431402,7.145935890746579,2678.544419235731,2316.7151457755526,2200.532963095665,2200.185561544579,2309.029106543908
1716903914,34.35527502254283,646.7513563583432,63818.859265734274,62378.78520738749,65622.20264317181,66363.05661471223,66785.85963642942,398.2645455556792,10233.39596259722,8821.275932686314,8620.551833768593,8321.997659344617,9066.96378580547,13518.46400856302,5577.158883381163,5982.244594439996,5381.79158076744,5791.7090374088575,6354.453526029389,3532.8473622404886,0.0,5.521593374087952,0.0,19950.325585601884,21726.57923497268,5.824165665156698,1.5539325593269253,56080.751195292396,33772.155354826966,10.227706970575674,2440.665669069968,2381.361845807541,2404.970694823498,2389.8850169610996,2512.2292263610316
1716903929,34.264267579203,656.9512168214814,71943.76366165464,72493.52215868478,76514.12429378531,77740.24146695714,76696.56753598906,407.77097046029104,9883.577553457073,9797.89016163354,8725.191009734257,8415.626731685692,8704.444298274464,13650.740913017478,4301.759822910902,4445.745059640378,5187.383105595529,4072.222222222222,4820.302704639083,2158.4068240886772,0.0,9.841269841269842,137.9204068266749,24144.587467596317,25551.529328684293,230.95912127731853,5.035744795647678,54740.15801050411,33492.9215509468,6.315552046915529,2370.93094674037,2396.044860309244,2624.073412521211,2391.940331737727,2499.198229328997
1716903944,37.820197594885784,685.0496963003866,74261.6795706493,74394.55420297568,76940.85198360877,76392.41771420956,75568.30277942047,399.8705125915342,10467.963231298678,10076.48424543947,8659.680505495484,8706.313491356264,8241.281498746646,14491.624585678373,4841.874276730933,5552.477752573722,5946.822139708597,4570.04660202752,4121.0934848039105,89.95528410949942,0.0,11.098143703344858,1.505415556094015,23150.954069754793,26493.50505162651,1614.5418523873072,3.7436795021392455,52978.6268163948,32484.430394038616,7.811628166499275,2271.664606046982,2382.2810590631366,2601.682500221966,2549.5961580440953,2465.74272451348
